ceeb,ncessch
200475,231125000432
200480,231241000590
200485,230681000171
200490,231062000337
200500,230684000173
200510,230840000920
200515,231476400799
200535,230714000184
200545,000000563336
200550,230732000190
200570,230738000200
200574,230004900293
200580,231476000788
200585,230753000202
200595,231140000458
200600,231083000365
200605,230771000209
200610,230780000214
200615,231456000998
200625,231161000497
200647,230911000247
200655,230828000227
200665,231158000493
200670,230837000231
200683,230850000061
200165,231421000673
200695,231450000729
200710,231476700954
200095,231470000512
200730,231182000544
200745,231436000705
200750,230920000921
200755,230921000248
200767,230930000252
200795,000000564329
200797,230987000436
200810,230993000269
200820,230993000284
200808,230993001028
200835,231086000371
200845,231002000291
200847,230852000234
200850,231017000298
200855,231176000528
200215,230005300504
200865,231164000303
200880,231131000439
200892,231050000316
200895,231053000325
200900,231464000768
200912,231104000397
200915,231459000755
200350,231137000491
200950,231077000361
200953,230005000377
200960,231233000585
201100,231179000531
200530,231430000686
200347,230573000148
201005,231439000708
201008,231152000473
201009,231476800819
201010,231416000658
201030,231101000396
201045,231185000731
201050,231155000483
200871,230757000207
201060,231170000514
201063,231467000775
201075,231335000606
201090,231349000612
201095,231356000623
201094,231356000147
200970,231380000632
201080,231386000638
201120,231397000732
201125,231398000644
201143,231410000652
201145,231413000653
230005,260192003923
230008,260195003927
230012,262232005947
230030,262181005875
230035,260204003949
230040,260207003954
230038,268020000119
230045,260219003960
230050,260222003966
230055,260252003971
230053,260255003976
230060,260264003980
230065,260267003982
230068,260273003984
230069,260273001594
230081,260016301004
230084,260282004033
230086,260282004032
230088,260282004029
230080,260282001180
230094,260016401005
230110,260324004042
230115,260348004046
230120,260351004048
230125,260357004057
232301,268066000914
230135,260360004059
230128,260426004113
230130,260369004067
230140,260001703918
230145,260381004068
230150,260387004072
230155,260399004084
230170,260417004090
230174,260000500477
230177,260000503830
230178,261773005437
230180,262085005749
230185,262781006362
230191,260000500807
230205,260426004094
230208,260390004081
230216,260426000800
230245,260432004118
233370,260435004123
230250,260444004125
230255,260453004142
230260,260462004147
230265,263456007030
230270,260465004150
230273,260483004162
230274,260014200804
230285,260495004182
230295,260501004187
230305,260543004199
230310,260000603854
230333,260585004226
230312,260578004205
230313,260018601543
230317,268077000937
230318,268077000641
230325,260582004210
230327,260585004217
231325,261296004994
230345,260600004229
230350,260609004235
230347,260609001588
230348,260609004243
230365,260627004247
230370,260650004252
230371,260006900485
230375,260651004255
230380,260663004263
230385,262001005681
230387,260678004274
230390,260684004281
230395,260687004283
230400,260690004291
230405,260693004292
230410,260696004294
230415,260699004300
230420,260704004301
231446,263648507242
230425,260714004308
230430,260717004313
230435,260741004327
231455,260354004051
231465,260474004152
231470,260480004160
230440,260753004329
230445,260756004332
230422,260009600600
230450,260759004340
230455,260762004346
230460,260769004352
230465,260771004355
230469,262856001464
233044,262856006421
233045,262856006419
230470,260780004358
230475,260198003939
230480,260801004374
230485,260804004376
230490,260813004383
230500,260816004387
230503,260828004388
230505,260840004391
230510,260843004397
230522,260020701134
230525,260852004400
230530,262142005850
230540,260858004404
230550,260861004410
230555,260867004417
230570,260873004419
230571,260007000486
230575,260877004422
230580,260888004428
230600,260891004432
230610,260894004437
230612,260915004444
230625,260975004465
230624,260975000123
230630,260990004475
230631,268088001241
230635,260993004481
230640,261002004485
230650,261005004490
230653,268068001368
232651,260957004454
232652,261008004491
230654,268072000620
230655,261011004498
230658,261014004502
230667,260006800474
230670,261020004511
230675,261038004515
230680,261041004521
230689,263516001289
230695,261062004532
231706,261062000182
230700,261065004538
230705,261075004540
232725,260569004202
230715,261083004546
230725,261086004554
230730,261098004556
230735,261114004565
230745,261119004569
230750,262316006008
230755,261140004572
230760,261143004574
233453,260025501248
230765,261160004587
230770,261160004590
230775,261160004591
230778,260017101040
230763,260016601035
230792,261161004618
231232,261160000006
230781,260001603912
232080,261164004621
231226,260022801198
230795,261167004624
230800,261170004628
230805,261173004630
230810,261191004631
231174,260012300773
230850,261200004669
230870,261200004670
230544,260013901488
230875,261200004672
230871,260019001095
230874,261200000079
230884,261200000073
231029,261200001015
230823,261200000279
230853,260017401707
230877,261200007751
230892,260017001039
230817,261200000093
230897,260013600786
231077,261200007415
230885,261200004693
230842,261200004910
230916,261200004712
230920,261200004680
230936,260017201041
230917,261200004734
230873,261200000288
230883,260024301487
230950,261200004813
230952,261200004755
230965,261200004770
230910,261200004703
230964,260016901038
233468,260013800788
230974,261200001601
230975,261200004793
230978,261200004814
230980,261200001790
230990,261200004801
231000,261200004802
231003,261200004805
231015,261200004818
231023,261200004906
231200,261200004830
231210,261200004831
231220,261200004684
230820,261200001789
231203,260012400774
231201,261200001423
231235,261200004857
231202,260023001200
231250,261155004582
231255,261203004916
231265,262694006308
231270,261215004924
231275,261224004926
231280,261230004929
231285,261233004934
231295,261256004969
231300,261260004971
231290,261245004950
231305,261269004981
231308,260007300501
231310,261281004986
230590,260001906583
231315,261293004988
231330,261299005001
231340,261305005002
231350,261311005011
231355,262715006325
231365,261560005222
231367,262310006001
231368,261350005014
231373,260006700463
231375,261353005024
231385,261356005030
231390,260001403877
232765,260279003997
231395,260201003946
231400,261056004524
231409,261407000235
231405,261407005039
231404,261407005054
231406,261407005045
231412,260021701166
231411,261407000038
231410,261410005058
231415,263048006704
231420,261423005062
231425,261425005068
231428,261425001340
233456,260010700689
231430,261428005072
231440,261457005151
231445,260708004305
233227,260013701440
231473,260789004373
231474,261452005091
231500,261452005141
231540,261452005122
231489,260019501104
231495,262007005692
231490,00639942
231498,263597007205
231499,260028001809
231544,261452000507
231502,261452005114
231512,261452005139
231550,261455005145
231555,261470005168
231560,261473005170
231565,261476005172
231570,261479005176
231575,261482005179
231590,261509005190
231583,261506005188
231595,261515005194
231596,261515005192
231598,261539005199
231605,261545005205
231610,261548005209
231615,261554005213
231620,261573005225
231628,261575005229
231629,261587005236
231630,261597005245
231635,261599007485
231655,261605005256
231660,261632005267
231665,261635005272
231670,261638005282
231675,261641005293
231680,260747004328
231690,261644005308
231693,261644005355
231700,261644005313
231705,261248004961
231717,262034005721
231708,261461005155
231707,261461005158
231709,260014700908
231711,261644000884
231715,262016005697
231716,262028005702
231714,268062000562
231732,262595001565
231733,262595006240
231735,261644005338
231755,261644005350
231770,261647005381
231772,261647000183
231775,261650005387
231780,261683005391
231785,261103004561
231790,261716005395
231795,261722005401
231801,262574006230
231802,262574006220
231825,261469005162
231830,261737005412
231832,261740005416
231833,261752005421
231850,261755005426
231860,260000703856
231870,261770005432
230930,261776005441
231875,260402004088
231880,261782005444
232654,262187005912
231890,261786005450
231891,260011100695
231895,261788005453
231900,261791005458
231905,261794005467
231903,261794000539
231910,261797005473
231913,261803000962
231915,261803005475
231920,261818005487
231935,261827005491
232595,261899005574
231941,261899001398
231944,261833001020
231942,261833005499
231955,261836005503
231960,261839005507
231962,260018201057
231963,260011400705
231970,261842005512
231973,263591007194
231980,261845005522
231990,261848005530
231995,261851005536
232000,261854005538
232010,261857005542
231855,261764005429
232015,262889006482
232020,261860005545
232025,263393006961
232030,261872005550
232031,260009900612
232045,261881005556
232050,261884005563
232065,261905005587
232070,261910005589
232073,261910000053
232075,261917005598
232082,260024701217
232077,260024601216
232085,261914005596
232088,261925005601
232100,261941005611
232105,263291006842
232110,261947005612
232120,261953005619
232740,262540006202
232125,261958005620
233120,260008800559
232130,261254004967
232136,268058000865
232132,261962005629
232133,262601006255
232150,263465007043
232153,261983005645
232155,261989005647
232160,261992005650
230690,261059004525
232167,261995000156
232165,261995005677
232163,261995000875
232172,261995005663
232190,262005005685
232200,262031005708
232201,262034001583
232204,262802001772
232205,262578006233
232210,260672004267
232215,262038005722
232225,262040005724
232265,260001805923
232230,262055005727
232235,262061007749
232241,268044000525
232245,262070005734
233800,262098005774
232255,262073005739
232260,262091005764
232270,262115005792
232275,262115005794
232278,262115000537
232280,262115005803
232294,260008300547
232295,263552007160
232299,262118007659
232302,262118005840
232300,262118005834
232303,263231006785
232310,262121005845
232313,268098500728
232315,262124005847
232320,262139005849
233605,262820006393
232330,262145005852
232333,260216003955
232335,262160005866
231427,262067005730
232340,262169005870
232345,262175005873
232358,262184005877
232352,262184005882
232350,260984004469
232359,262184005903
232360,262205005926
232362,262205005928
232365,262220005933
232393,262223005938
232395,262226005939
232380,260957000623
232653,262187005918
232383,262112005781
232384,262229005943
232388,260017901050
232385,262235005949
232390,262238005952
232733,260015200931
232400,262241005957
232410,262247005963
232415,262250005966
232420,261602005253
232425,262274005973
232435,261242004941
232430,262277005975
232445,262280005976
232450,262286005980
232465,260001303869
232475,262297005985
232480,262298005986
232485,262304005989
232490,262307005994
232500,262325006011
232505,262328006013
232510,262331006016
232525,262346006021
232530,262349006025
232535,262352006027
232540,262355006032
232545,262361006040
232560,262367006044
232570,262379006047
232978,261542005202
232580,263381006924
232583,260732004320
232582,262382006068
232587,260014100649
232585,262382006060
232589,260002000213
232590,262385006072
232601,262391006075
232605,262400006080
232607,268050500845
232611,261980005636
232612,262415006099
232614,262415000652
232625,262418006100
232630,262442006104
232640,262457006109
232645,262460006111
232650,262463006114
232655,262469006118
231460,260450004133
232670,262472006128
232685,260429007510
232680,262475006135
232675,262475007729
232695,262481006140
232704,262412006085
232707,262484006152
232701,260026601394
232705,262622006276
232706,262676006304
232708,262954006544
232720,262487006170
232730,262496006174
232123,260015300934
232750,262502006179
232778,261893005567
232780,262514006181
232785,262523006184
232790,262529006186
232760,262532006190
232775,262535006195
232807,260660004262
232810,262556006206
232815,262565006211
232820,262568006213
232825,262580006235
232830,262592006237
232835,262598006245
232840,262604006257
232843,262613006263
231426,260015800972
232845,262619006271
232850,262628006282
232855,262637006285
232860,262640006289
232865,262649006294
232870,262652006295
232875,262655006301
232885,260657004257
232890,262697006312
232893,262094005766
232895,262706006319
232898,263627007215
232910,262718006327
232915,262721006332
232935,262724006338
232940,260189003921
232942,263624007214
232943,262742006342
232945,263594007200
232950,262766006352
232955,262769006354
232959,268096500725
232965,262772006356
232970,262784006363
232980,262790006365
232985,263312006868
232991,260007400502
232990,262793006372
233000,262796006378
233005,262802006380
233010,261309005007
233015,262814006385
233020,262817006391
233030,262850006398
233035,262853006402
233057,262874000663
233046,260015600970
233047,262874006446
233048,262874006444
233080,262881006460
233083,262883006475
233084,262883006473
233070,262895006491
233069,262895001602
233072,262895006493
233095,262912006497
233102,262913006501
233105,262916006504
233108,262922006506
233115,262925006511
233125,262934006514
233130,262937006516
233135,262940006520
230955,263228006762
233140,262946000036
231020,262946006525
233145,262949006534
233150,262952006536
233155,260956004452
233160,262958006548
231940,261725005406
233175,262967006549
233192,262976006555
233805,262991006564
233195,262994006573
233199,262994006581
233194,262994006577
233201,262994001286
233200,262383001054
233205,263003006588
233215,263006006594
233220,263009006597
232354,260012800778
233225,263012006606
233230,261583005233
233245,263021006628
233246,263132007465
233255,263030006632
233258,263030006637
233259,268088000957
233270,263036006654
233280,263039006656
233288,260723004314
233289,260807004379
233286,263045006701
233309,263045001580
233282,263039001171
233310,263039006677
233333,263341006876
233331,260723001172
233335,263264006812
232439,261242001412
233340,261242004943
233345,263267006815
233350,262088005759
233355,263267001612
233360,263222006751
233365,260001203862
233375,263282006827
233385,263285006834
233390,263288006837
233395,263066006709
233400,263078006711
233410,263084006714
233413,262358006039
233415,263093006717
233420,263096006720
233429,263099006730
233430,263099006728
233435,263102006732
233440,262313006003
233625,263444006987
233450,263132006736
233696,263447007018
233454,260014400862
233455,263138006741
233465,263230006770
233470,263225006755
233458,260010600688
231205,263231006781
233464,263234006793
233473,263237007685
233475,263237006798
233483,263255006806
233485,263261006808
233495,263294006846
233500,260864004412
233505,263300006852
233626,263447007009
233508,263447007025
233510,263519007112
233515,262082005745
233520,263303006858
233525,263309006864
233535,263336006871
233541,263342000836
233540,263342006881
233545,263351006885
233547,263354006910
233548,263354006899
233555,263372006918
233560,263375006922
233565,260447004128
232805,262979006559
233571,263384000724
233575,263384006930
233585,263387006949
233588,263387001230
233587,263387000838
233595,263390006956
233602,263426006976
233607,263426000675
233603,263426006966
233610,260306004041
233615,263438006981
233620,263441006983
233630,263447007005
233635,263462007040
233650,263471007056
233655,262262005970
233660,263492007059
233665,263495007065
233675,263501007067
233680,263504007069
233685,263513007070
233690,263516007081
233706,263516001613
233689,263516007084
233714,260027301308
233708,263519000929
231442,261446005082
233693,263468007048
233694,263519007089
233691,263519007088
233699,263522007124
231273,263531007143
233063,263531007150
233700,263534007153
233705,263546007156
233710,263555007169
233715,260001503903
233725,263573007173
233730,263582000964
232882,263582007181
233743,263585007185
233711,260001503890
233713,260001500767
233750,263606007207
232593,261899005584
233760,263612007210
233762,263615007212
233755,263630007219
233763,263633007221
233765,263639007223
233775,263642007718
233783,590001100086
233795,263648007238
233820,263654007252
231710,261611005261
233803,261611000897
233821,260009100595
231720,261608005260
231740,263657007264
231765,263657007269
233825,263660007275
233830,262157005855
233780,263645007235
233840,263663007290
233845,263666007296
233846,263666001316
240000,270012603018
240005,270272000052
240010,270273000056
240020,270276000057
240030,270293000064
240040,270297000068
240035,270894000361
242209,273379001535
240050,270303000080
240055,270306000085
240070,270318003170
240075,270315001825
240080,270318000096
240084,273239001373
242123,273239002645
242119,273239000500
240088,273239002515
241805,272295001121
240095,270010200134
240100,270330000137
240120,279145002326
240125,270345000148
240133,270000800159
240140,270354000163
240145,270357000165
240152,270021603474
240155,270366000170
240160,270369000172
240710,270010402566
240170,270375000176
240175,271757000808
240190,270387000180
240325,270010502567
240200,270405000184
240215,270444000190
240218,270034504166
240220,270447000199
240225,270543000204
240235,270546000206
240230,271317000934
241185,273270001413
240255,270573000213
240256,270318000097
240260,270576000215
240265,270579000220
240268,270579000219
240270,270013002498
240290,270606000247
240295,270609000249
240294,270609001874
240300,270612000264
240305,270615000265
240318,270624000273
240320,272520003445
240319,272520001221
240330,270630000278
240340,270014900282
240345,270720000285
240355,270000103165
242367,270729000292
240360,270732000305
240365,270735000307
240375,270738003188
240380,270741000316
240385,270745000320
240390,270747000322
240395,270750000324
240405,270759000327
240409,270807002234
240410,270807000331
240419,270318000021
240423,270819000343
240435,270822000348
240445,270891000357
240452,270810000334
240455,270009100365
240475,270010303468
240480,270933000375
240485,270936000376
240495,270942000382
240498,590001100085
240500,271006000428
240503,270944000388
240510,270948002786
240520,270951000396
240525,270954000404
240535,270000801516
240537,270318000100
240533,270017303041
240534,270318002029
242340,273381001543
240541,273381001777
240540,270000801518
240545,270008800408
240550,270969000409
240560,270972000412
240552,270972001029
240575,270975000417
240600,271009000430
240610,271014000433
240614,071017000438
240615,271017000438
240625,271023000442
240635,274066500038
240637,270005402492
240650,271104000460
240645,271104000456
240655,271104000461
240659,270020903270
240669,270017003038
240677,271104001563
242121,273239000488
240680,270011200491
240685,271113000496
240694,270013902718
241150,271422000735
240700,271119000502
240705,271122000504
240708,271125000510
240709,270034804095
240715,271134000516
240720,271137000518
240735,271146000526
240745,271152000530
241535,279144902322
240765,273888001681
240770,271161000537
240775,270002100539
240785,271101000452
240795,270012400553
240807,270012903056
240812,270012902409
240798,270019203145
240805,271176000558
240820,271182000568
240828,271188000578
240840,271191000583
242355,271108500189
240850,271218000586
240855,271221000589
240860,271224000591
240865,271227000595
240870,271230000602
240880,271236000606
241612,271242000611
240900,271248000618
240930,270012800630
240933,270014800635
240935,270001902298
240940,271026000642
240943,279145602410
240950,271290000648
240955,271302000650
240965,270015000652
240975,271304000155
240980,271311000656
240985,271314004160
240990,271317000935
240995,270009900677
241000,270010700921
240110,270010602570
241012,271892000897
241020,279144702316
241025,279144802318
241030,271338000689
241045,270010000691
241050,271353000694
241055,271356000699
241060,271359000702
241065,270002300704
241371,270009202487
241085,271386000712
241090,271389000714
240660,271392000716
241100,271398001539
241105,271401000724
241110,271404000727
241115,271407000729
241135,271419000733
241160,271428000749
241165,270012300751
241175,271497000756
241181,270021403275
241190,271500000761
242408,271503000767
241200,270000801514
241205,271551000770
241210,271554000772
241215,270023100773
241220,279145102330
241235,271575001625
241240,279144602314
241245,271698000784
241255,271701000787
241275,271710000793
241280,271712000023
241290,271722000797
241293,271725000800
241295,271746000802
241305,271752000804
241310,279144502312
241320,270016200812
241325,270002602153
241335,270013200820
241340,271788000822
241345,271791000824
241350,271794000826
241355,271803000830
241360,271806000832
241370,271807000047
241365,270264000049
241375,271809000836
241380,270001700353
241342,270023502689
241390,271821000839
241393,270018603139
241392,270226402265
241395,271824000964
241405,271827000848
241410,272508001198
241415,270010900850
241425,271833000852
241430,271836000854
241440,271854000858
241445,271857000860
241450,270012502260
241460,271866000866
241465,271875000870
241473,271878000337
241484,271878000879
241485,271878000880
241487,270022603471
241489,272520002651
241490,271881000886
241495,270000600888
241872,270034804134
241510,271894000892
241530,271917000904
241545,271932000910
241550,272055000913
241555,272058000916
242675,274227001779
241570,272067000924
241584,272124002702
241601,272124003106
241594,272124001903
241610,272124000958
241639,270018103049
241589,270017603044
241609,270016803266
241624,270016102968
241616,272124001899
241626,272124001908
241622,272124002863
241623,270011702607
241630,272124001003
241643,272124001905
241645,272124000977
241701,272124001902
241685,272124001026
241658,273342001473
241675,272124001035
241680,272124001037
241684,272124001904
241694,272124003441
241695,272124001055
241698,270021303274
241702,272124003107
241705,272127001068
241708,270022103136
241712,271426000576
241153,271426000613
240780,271167000546
241715,272132001072
241720,272136001077
241725,272139001079
241735,272142001084
241738,270008302417
241740,272145001094
241745,272148000944
241750,270011001099
241755,272154001102
241766,270014102720
241775,272292001112
241780,270000101613
241785,272301001135
241795,272331001138
241800,272337001140
242263,272295001118
241597,273178001319
241815,272340001142
241820,272343001146
241825,270008901148
241830,272349001153
241840,272352001156
241810,272355001157
241845,272358001161
241850,272382001162
241865,272385001174
241855,272388001183
241858,270013402713
241860,273270001416
241870,272391001186
242327,272385001177
241880,272397001189
241315,271393000017
241890,272403001191
241895,270566000147
241903,590001100089
241905,272505001196
241910,270000801523
241915,272511001202
241920,272514001204
241930,272520001218
241935,272805001228
241950,272808001235
241945,272811001238
241955,272814001239
241960,272817001243
241970,272820001245
241975,272823001248
241987,272832001252
241990,272835001254
241995,272838001256
242000,272895001258
242005,272897000041
242010,270010801263
242015,272904001265
241627,273178001318
242650,274216001765
242030,273003001273
242040,273009001551
242045,273015001287
242060,273051001303
242065,273045001290
242070,273048001293
242072,270023203470
242075,270018201304
242080,273087001308
242085,270016301310
241650,273175001315
242092,273180002660
242100,273180001015
242103,273180001016
242108,270018003048
242106,270022203479
242105,273207001368
242110,271137004161
242115,273225001371
242125,273239001379
242215,273243001385
242130,273246001399
242135,273249001402
242140,273252001404
242145,273255001406
242150,272829001408
242168,270000801511
242170,273345001476
242175,273348001478
242178,273351001479
242185,273351001494
242190,273354000012
242195,273360001505
242205,273378001532
242223,273384001455
242251,273384002670
242221,270018703140
242230,273384001564
242237,270895500016
242280,273384001955
242257,270015702952
242252,273384001489
242255,273384001585
242264,270016002955
242262,270014002719
242256,273384001592
242260,273384001598
242265,273384001603
242287,270022803480
242317,273384001415
242316,273384001629
241644,270002902342
242345,273387003194
242358,273282001424
242360,273285001429
242365,273288001434
242035,273006001277
242370,273297001436
242375,273300001440
242380,271896000075
242381,272295001039
242379,272295001040
242383,274074001697
242390,270009001449
242395,273321001451
242405,273327001456
242415,273330001459
241682,273333001464
242420,270000701469
242410,273339001471
242423,270001402222
242425,273390001644
242435,270012701648
242445,273816001653
242448,272338000020
242450,273819001662
242465,273828001671
242475,273885001676
242485,270000801685
242490,274059001689
242500,274068001693
242505,270010101695
242515,274074001701
242520,274077001703
242525,274081001705
242530,274083001707
242535,274086001709
242545,274092001713
242555,274104001718
242567,274106001722
242577,274143001728
242580,274146000358
242585,270002201733
242589,270017203040
242595,270291001737
242610,270002401743
242615,274185001745
242628,274188001749
242630,274191001750
242635,270001301753
242640,274212001756
242660,270000501770
242665,270018301782
242680,274233001784
242683,274236002148
242688,590001100082
242695,274272001809
242700,274275001812
242710,274278001815
242725,274407001831
242735,271258000044
242739,270016703035
242343,273381001550
242750,274416001841
242755,274419001843
242764,271137002843
242765,274573500209
260000,290285000002
260005,290288000004
260025,290297000010
260030,290300000013
260040,290306000016
260045,292082001139
260050,292061001104
260055,292847001759
260065,290312000019
260080,290320000025
260087,291230000506
260090,290327000028
260095,292856001766
260100,290348000030
260110,290402000031
260120,290405000036
260125,290414000040
260128,292358001404
260135,292850001761
260145,290453000047
260150,290000100049
260160,290462000055
260165,290489000059
260180,290495000061
260185,290000201642
260195,290498000063
260200,290507000066
260210,290513000068
260230,290525000073
260235,290528000076
260240,290531000085
260241,290531000170
260260,290537000092
260845,290543000100
260270,290543000098
260275,290558000104
260295,290561000107
260300,290564000109
260305,290566000115
260310,290570000118
260325,290576000122
260330,290579000125
260335,290582000127
260340,290585000129
260355,290591000135
260360,290594000139
260365,293052002095
260375,290603000145
260380,290609000147
260390,290612000149
260395,290615000154
260400,290617000156
260405,293090002136
260410,290417000042
260415,290636000158
260420,290643000161
260421,293114001901
260425,290645000164
260430,292286001299
260435,293072002119
260440,290648000166
260445,290651000168
260460,290699000175
260465,290702000176
260470,290705000180
260480,290708000182
260490,290712000186
260070,292862001770
260505,290735000198
260510,290738000202
260520,290746000211
260525,290747000214
260535,290817000219
260540,292571001510
260543,290832002276
260550,290840000244
260560,290843000246
260565,290846000248
260570,290849000250
260575,290867000254
260591,292685000657
260593,292358001379
260592,292676003033
260610,290873000257
260595,290876000264
260630,292514001445
260635,290912000269
260645,290972000275
261135,293180002224
260685,290978000282
260695,290981000284
260700,290986000286
260710,290990000293
260728,290100000299
260720,290100000300
260730,290100002281
260740,291620000762
260745,291008000322
260755,291011000324
260760,291014000326
260770,291026000331
260775,291029000333
260780,291032000335
260779,292358000459
260785,291035000338
260795,291038000340
260800,291041000341
260805,291044000345
260815,292283001297
262030,291052000352
260825,290573000120
260830,291059000355
260835,291062000358
260850,291050000350
260855,291077000363
260860,291080000366
260870,291083000369
260881,291092000370
260880,291092000373
260885,291095000375
260895,291107000379
260905,292277001257
260915,291122000388
260920,291128000397
260935,291131000398
260930,291134000402
260945,292859001768
260950,291110000383
260965,291140000407
260975,291145000409
261255,292640001548
260995,291155000411
261000,292685001621
261005,291158000413
261010,291846000993
261015,291165000420
261020,291167000427
261030,291170000429
261035,291173000431
261025,291176000433
261050,291191000440
261060,291194000445
261065,291199000448
263197,292685000665
261085,291203000481
261102,291383000622
261075,291201000472
261107,291201000471
261106,292676001604
261105,291218000485
261115,291224000487
261130,291254000516
261145,291255000524
261150,291260000526
261155,291263000528
261160,291266000530
261165,291269000532
261175,291278000535
261185,291290000540
261195,291293000542
261210,291125000391
261215,292256001234
261220,291308000546
261225,293042002084
261239,291314000948
261240,291314000556
261250,293230002264
261260,291323000561
261275,291329000564
261265,291332000566
261290,291338000569
261295,291350000574
261300,291353000576
261305,291356000578
261315,291359000580
261322,291365000590
261320,291365000595
261335,291368000597
261340,291371000599
261345,291376000605
261350,291377000608
261360,291380000611
261109,291383000625
261370,291425000639
261375,291428000646
261385,291431000649
261395,291437000667
261400,291440000672
261404,291317002285
261405,291443000675
261410,291446000678
261415,291449000680
261425,291455000684
261430,292169001194
261440,292289001309
261445,291484000688
261455,291527000695
261460,291530000697
261465,291533000699
261480,293186002232
261490,291539000701
261495,291542000703
261504,291230001981
261506,293210002253
261507,291229000496
261517,291548001707
261512,291548000722
261720,291640000880
261515,291548000724
261525,290315000022
261530,291560000738
261535,291563000741
261540,293039002082
261545,291566000743
261555,291614000745
261557,290993000295
261560,291619000749
261575,291629000769
261580,291635000777
261585,291635000787
261600,291638000797
261835,292763001697
261604,291640002741
261605,00755674
261615,290825000225
261620,291640000840
261624,291640002742
261643,291434000654
261634,291640002743
261650,291640000844
261661,291640002608
261665,291640000860
261664,290000901270
261667,292280001286
262545,292355001371
261670,291640000862
261390,291434000658
261705,291640000871
261709,291640002744
261719,291640002808
261730,291640002740
261733,292280001293
261735,291645000894
261745,291650000897
261755,291653000905
261765,291659000907
260115,292274001254
261770,291666000910
261775,291674000916
261782,291677000926
261800,291683000932
261810,291686000935
261845,291692000937
261855,291695000939
261825,291002000319
261840,291785000954
261853,291788000957
261865,291797000960
261875,291822000962
261890,291827000972
261901,291830001481
261900,291830000983
261903,291830002795
261905,291836000987
261915,291362000583
261930,291842000989
261935,291845000991
261950,291848001001
261953,291848001755
261960,291851001003
261970,291854001011
261975,291860001014
261990,291867001016
261995,291908001030
262020,291914001033
262010,291923001040
262025,291926001043
262275,292868001772
262040,291938001049
262045,291941001053
262050,291984001055
262065,291989001058
262070,291992001060
260129,292358001394
262075,291998001063
262035,291935001046
262085,292005001070
262090,292031001077
262095,292037001080
262100,292041001086
262110,292043001090
262575,292370001421
262135,292049001095
262145,292055001099
262160,292064001108
262165,292070001127
262170,292292001311
262175,292075001129
262190,292081001137
262205,292094001144
262210,292100001148
262230,292110001154
262235,292843001757
262240,292112001162
262245,292121001167
262265,292133001169
262270,292136001175
262295,292016001073
262305,292148001180
262325,292160001189
262310,292151001182
262315,292154001186
262330,291020000328
262335,292172001198
262340,292175001200
262350,292181001209
262352,292184002707
262353,292184001214
262365,292187501219
262375,292188001221
262385,292194001223
262390,292196001225
262400,290000401488
262370,292214001229
262410,292247001231
262415,292250001233
262420,292253000424
262430,292262001238
262445,292280001284
262450,292295001313
262460,292298001315
262483,290837000239
262465,292301001317
262470,292307001321
262475,292310001325
262488,290837002624
262485,292313001327
262490,292319001334
262495,292322001336
262500,292325001338
262505,292327001340
262510,292331001342
262515,292664001573
262520,292334001347
262525,292343001351
262530,292346001356
262535,292349001362
262540,292353001365
261100,292917001869
261880,291824000966
262565,292364001406
262570,292367001410
262580,292373001424
262588,292453002387
262600,292028001075
262615,290975000277
262620,292511001441
262625,292517001448
262635,292521001450
262640,292523001456
262645,292529001458
262650,292533001461
262655,292535001463
262665,292541001465
262670,292545001475
262685,290000302458
262690,292550001497
262695,292553001500
262705,292559002300
260370,290600000143
262710,292562001502
262714,292565002704
262715,292565001508
261850,292766001702
262740,292166001191
262750,292607001525
262752,292607001526
262755,292616001536
262765,292622001541
262780,292631001544
262785,292643001551
262790,292648001554
262795,292649001559
262800,292661001564
262802,292355002413
262805,292679001613
262815,291917001037
262820,292689001636
262830,292271001251
262835,292697001639
262851,292895002072
262845,292895001860
262844,292895002481
262853,292895002063
262848,292316001331
262850,292892001848
262852,292892001851
262860,292910001864
262865,292913001867
262880,292925001872
262890,292706001644
262895,292706001648
262915,292706001660
262927,290450000044
262930,292928001882
260345,290588000131
263118,292928002013
262971,292928002313
263120,293159002203
262949,292928000434
261108,291383002696
262970,291782000946
262980,291869001026
262080,292001001067
260170,291201002691
262946,292928001908
261920,292067001115
262994,292928001976
263099,292928002767
262997,290002103040
262440,292265001248
263001,292067001118
260594,292358001393
263015,292667001586
262984,292928000790
263100,292928002009
263020,292928001994
263445,293066002113
263110,292928002011
263137,290837002490
262870,292937002033
263140,292709001678
263152,292752001685
263155,292754001686
263160,292757001693
261505,291545000705
263180,292783001709
263190,292787001716
263195,292790001719
263200,292793001721
263205,292811001728
263210,292814001731
263215,292817001734
262285,292142001177
263222,290000902711
263225,292826001744
263235,292829001748
263245,292836001750
263250,292838001752
263255,292841001754
263270,292874001776
263280,292880001779
263294,292886002541
263300,292886001786
263284,290000901364
263283,292886001796
263288,292886001800
263289,292886001804
263292,292886001808
260010,290291000009
263305,292934002030
263315,292853001764
263320,292943002037
263330,292947002040
263335,292949002042
263340,292952002044
263345,292958002046
263350,292961002048
263355,292964002050
263360,292970002053
263365,292976002057
263370,292981002059
263060,292676001607
263375,292988002064
263380,292994002067
263385,293027002069
263388,292340002565
263395,293030002071
263400,293033002073
263405,293036002080
263410,293045002090
263420,293051002092
263425,293057002101
263430,293060002103
263435,292564001503
263450,291432002372
263460,293069002116
263465,293075002121
263470,293078002124
