ceeb,ncessch
370790,400780000328
370805,400804000332
370810,400807000335
370840,400813002063
372095,400002129712
373313,402664001860
370845,400822029618
370855,400825029663
370860,400831000348
370865,400837000349
370875,400846000354
370880,400849000359
370895,400861002199
370900,400864000364
370905,403167001753
370915,400879000371
370910,401467000688
370920,400885000373
370930,400894000376
370945,400900029697
370948,400600000228
370955,400909000385
370965,400924000387
370980,400930029624
370990,400939001994
370995,400945000406
371000,400948000408
371015,400951000410
372380,401995000957
371045,400975000419
371050,400978029725
371055,400981000423
371058,400987029698
371080,401005000437
371090,401017000439
371095,401020000441
371100,402286029655
371105,401026000445
371109,401029000446
371115,401089029761
371127,401035000456
371125,402764001470
371150,401041000463
371155,401044000465
371165,401050000468
371180,400957000413
371185,401059000474
371186,401059001979
371188,401059001360
371230,401065000484
371190,401068000367
371195,401071000494
371200,401074000495
371210,401980000941
371220,401086029670
371241,402178001088
371242,401092000513
371255,401104029615
371265,401116000529
371270,403004829730
371275,401125000535
371280,401128000539
371290,401143000543
371305,401158000546
371310,401953000930
371320,401170029648
371330,401188000554
371335,403360229844
371340,401197000558
371355,401200000561
371360,401230000578
371375,401206000563
371380,401209000565
371395,401215000569
371405,401218000574
371410,401233000201
371415,401239000582
371420,401242029666
371435,401257000588
371450,401263000590
371465,401269000592
371470,401272000594
371480,401287000598
374030,403339029762
371485,401290002202
371505,401308000607
371515,401320029765
371525,401329029682
372212,400006302343
371550,401353000626
371565,401356000633
371570,401359000639
371580,401362000645
371585,401365000647
371590,401368000650
371600,401374000652
371605,401389000655
371610,401392000658
371625,401395029705
371635,401408000663
371655,401413000666
371660,401416000668
371665,400001301101
371675,401434000678
371685,401437000680
371700,403288001814
371712,401461000685
371740,401470000691
371750,401479000694
371760,402046001014
371775,401485000700
371805,401497000703
371820,401509029763
371825,401512000709
371840,401521000713
371845,401524029639
371860,400003202286
371870,401537000723
371875,401542000730
371880,401545029746
371885,401548029755
371890,401569000736
371905,401572000739
371920,401584000744
371925,401599029662
371935,401617000754
371965,401635000758
371970,401638000761
371975,401641000764
371985,401650000768
371995,401656000771
372000,401659000774
372005,401662000306
372015,401665029744
372030,401671000780
372040,401674000785
372045,400771000540
372050,401702000789
372060,401722000796
372066,401725000809
372070,401725000819
372064,401725000822
372080,401737000845
372085,401728000841
372110,401785000863
372125,401800000867
372130,401809000871
372135,401827000874
372150,401839000877
372170,401863000883
372180,401866000885
372185,401870000887
372215,401878000890
372219,403003002094
372230,401884000894
372255,401899000900
370450,400534000190
372270,400717000282
372275,401908000905
372290,401926000910
372300,401929000912
372315,401938029669
372320,401944000922
372335,401941000916
372340,401956000932
372355,401962000935
372360,401968000938
372375,401986000942
372378,401995000952
372385,401995000963
372390,401998000977
372400,402004000980
372405,402010029671
372415,402025000998
372420,402028029839
372432,402031001008
372435,402034001011
372438,401776000859
372440,402055001019
372455,402988629691
372460,402064002092
372470,402088001027
372483,401452001898
372485,402097001032
372500,402100001046
372505,402103001050
372530,402151001057
372535,402154002071
372545,402160029672
372550,402163001064
372554,401788002206
372555,402172001082
372557,402172002118
372570,402193001094
372580,402241001100
372595,402256001103
372607,402259001105
372610,402262001107
372615,402265029616
372630,400685001111
372706,402277002308
372635,402277001119
372651,402277001885
372655,400906000381
372660,402277001130
372652,402277002328
372662,402277001928
372713,402277002376
372670,402277001160
372659,402277002329
372681,402277002306
372674,402008002068
372680,402277002276
372685,402277001168
372690,402529001342
372691,402529001871
372692,402529001343
372708,402277002330
372695,402277001895
372698,402277001139
372699,403237029721
372697,402025002070
372710,402280001212
372750,402292001222
372760,402295001224
372765,402304001228
372775,402091001030
372785,402328001235
372790,402334001238
372795,402337001241
372798,402340001243
372810,402343001245
372793,400003302300
372800,402355001870
372820,402358001252
372825,402361001255
372835,402380001260
372850,402385001266
372860,402388029733
372865,402397001272
372875,402418001276
372887,402463001288
372895,402469001296
372910,402472001303
372920,403019701305
372925,402484001307
372930,402487001310
372940,402493001313
372945,402505001315
372950,402517001319
372955,402520001322
372965,402523001328
372975,402532001351
372990,402541029745
373000,402547001357
373005,400435000139
373015,402550001362
373030,402559001366
372265,400002029709
373050,402580001371
373060,402586001373
373070,402592001376
373075,402595001378
373085,402628001383
373090,402631001385
373115,402655001390
373120,402661001394
373140,402673002075
373145,400714000280
373150,402679001401
373160,402688001405
373170,402691001422
373175,402694001427
373180,402700001429
373185,402706001432
373190,402709001435
373195,402724029665
373210,402730029757
373220,402904001524
373225,403099029758
373230,402733001444
373255,400423000133
373278,402757001463
373280,402763029726
373285,402775001475
373300,402784001479
373305,402793001482
373310,402796001485
372696,402277001192
373330,402817001490
373340,402820001493
373345,402835001496
373357,402859001499
373365,402865001503
373370,402868029742
373390,402871001512
373395,402880001515
373405,402898029668
373410,402901001522
373415,402907001528
373425,402910001531
373430,400007502348
373435,402916001534
373445,402931001539
373455,402938001544
373470,400582029692
373475,402940001547
373480,402943001550
373489,402961001553
373490,402961001555
373500,402964029651
373515,402982001563
373525,402985001565
373530,400001501659
373535,403003029764
373550,403006001573
373560,403012029686
373585,400402000127
373590,403024001583
373600,403024001596
373605,403024001675
373607,403024002312
373610,403024001607
373628,403024001650
373632,403024001653
373638,403024001608
373627,403024001649
373647,403024002333
373650,403033001689
370475,403060001704
373640,403024001679
373645,403027001684
373670,403042001695
373675,403048001699
373680,403063001707
373695,403087029700
373705,403102029760
373748,403261001803
373715,403108029679
373725,403114001725
373730,403117029664
373747,403129001729
373755,403135001737
373770,403142001740
373780,403147001743
373795,403159001749
373805,403171001755
373815,403177001758
373820,403186001762
373830,402451001284
373825,403195001764
373837,403198001767
373840,403201001770
373845,403204029830
373850,403207001776
373855,403213029707
373860,403219029652
373870,401314000609
373875,403222001784
373885,403228001787
373890,403240029611
373900,403243001797
372540,402136001055
373915,403246001801
373925,403273001808
373930,403279001811
373950,403294001816
373965,403297001818
373970,403318029838
373980,403321029702
373985,403324029731
373990,403330001834
374000,403333001837
374005,403336029743
374020,403348001849
380160,590001700120
380079,410192001432
381056,411082004191
380000,410102000756
380003,410112000736
380005,410112000735
380073,410192001239
380010,410120000019
380015,410123001263
380815,410953001060
380020,410147000343
380025,410156000401
380028,410162000155
380030,410004000179
380045,410166001115
380050,410888000772
380053,410171000009
380065,410180000237
380070,410183001180
380081,410192000213
380075,410192001240
380078,410192004177
380095,410192000536
380085,410198000270
380093,410198000688
380086,410198000271
380097,410198001519
380096,410198001451
380090,410216000641
380100,410852000863
380105,410702000507
380110,410231000255
380120,410249000379
380125,410258000426
380130,410261000315
380135,410264000148
380145,410651000389
380150,410690000480
380155,410294000409
380165,410702000508
380673,410883000093
380170,410326000178
380175,410870001082
380185,410327000110
380190,410333000346
380195,410366000216
380200,410339000202
380205,410342001024
380210,410348000047
380211,410348000048
380215,411158000615
380221,411158001390
380220,410354001139
380225,410363000378
380228,410369000606
380240,410384000447
380245,410386001050
380250,410396000308
380255,410399001265
380260,410402000358
380275,410435000317
380280,410441001162
380285,410450000417
380290,410453001089
380300,410459001141
380305,410462000322
380310,410495000601
380315,410508001149
380320,410470000143
380325,410378000627
380326,410474000572
380328,410474000571
380330,410474000573
380345,410204000623
380323,410474000575
380350,410000301062
380355,410798000629
380365,410510000645
380370,410516001189
380380,410525001375
380383,410543001249
380400,410001500853
380405,410702000509
380408,410561000146
380410,410564000327
380415,410567000305
380420,410576000257
380425,410591000464
380723,410690000479
380657,410690000481
380848,410280001020
380430,410600001040
380432,410600001041
380436,410600004183
380435,410972000016
380440,410291000729
380445,410612000758
380450,410001900731
380455,410627001084
380460,410852000861
380470,410630001097
380482,410002301248
380474,410002301306
380475,410002301252
380489,410002301585
380480,410651000390
380495,410660000011
380500,410663001137
380505,410284001058
380510,410852000862
380525,410671000770
380535,410678000350
380540,410682000760
380545,410687001145
380550,410693000632
381024,411082000817
380555,410702000510
380560,410708000512
380562,410708000513
380570,410720001131
380584,410198000272
380795,410723000068
380573,410723000069
380575,410728000519
380590,410738000730
381140,410750000665
380600,410753000360
380615,410759000634
380620,410674000456
380630,410771000603
380635,410774000639
380640,410002101167
380645,410801001284
380650,410804000445
380656,410804000444
380660,410702000511
380665,410810000724
380670,410816001123
380680,410883000094
380681,410883000095
380685,410828001259
380690,410831000151
380695,410843000050
380700,410846000356
380705,411125001068
380713,410855000839
380725,411161000313
380730,410064000234
380740,410872001274
380745,410750000663
380750,410882000225
380755,410894001135
380760,410900000752
380765,410912000287
380770,410915000637
380775,410927000746
380785,410933000126
380800,410943000521
380803,410951001111
380820,410960000024
380825,410963000394
380830,410966001086
380230,410987000529
380577,411002000247
380834,410394001470
380840,411004000956
380849,410280001221
380855,411004000958
380865,410394001037
380870,411004000960
380922,411004001394
380873,418018000230
380895,411004000964
380900,411004000966
380902,411004000968
380904,411004000967
380905,410948000987
380917,411056000892
380910,411004000971
380082,410192001241
380880,411004000962
380933,411004000972
380083,410192000554
380937,411004000975
380945,411008000227
380950,411011000352
380955,410372000244
380960,411020000111
380965,410326500184
380970,411035000282
380975,411041000330
380985,411053000325
380990,410865001081
380995,411068000421
381000,411071000300
381015,411172000196
381020,411176000824
381014,411082000711
381026,411082001296
381025,411082000818
381050,410000900062
381023,410004100490
381040,411082000820
381043,411082000819
381055,411089000149
381060,411098000172
381065,411104000718
380530,410675000158
381070,411110000163
381080,411122001287
381072,411122001450
381085,411129001246
381093,411140001381
381095,411145000857
381100,411149000073
381105,411164001255
381110,411167000594
381112,411167000595
381115,411179001120
381120,410002000854
381130,411194000341
381135,411197000708
381155,411215001159
381158,410297001154
381160,411224001198
381172,411232001075
381175,410750000666
381178,411052001009
381163,411224000440
381180,410278000856
381185,411254001122
381195,411260001092
381200,411269001133
380465,410174000013
381205,410001400761
381215,411293000188
381220,410750000667
381225,411299001147
381236,410004301476
381235,411308000167
381250,411317000058
381260,411335001277
381258,411317000574
380270,411349000336
381264,410004300494
381265,411353000845
381270,410001601288
381275,411365000320
390000,420204003241
390005,421788006745
390015,421263002308
390040,420213006554
390042,421203000675
390025,01188919
390038,420228002795
393125,421851002829
390033,420006800508
390039,422073002833
390020,420228002794
390047,428001007041
390045,421140005190
390055,420234000913
390056,420009500655
390060,422241006191
390065,420240003247
390070,420244006555
390080,420249002725
390100,422465006775
390105,421416003295
392937,422424002358
390125,421011003883
391393,428020007061
391572,421858001915
390152,421803001414
390155,420267000958
390170,420270006222
390175,420276004165
390190,420300003434
390200,420312000640
390210,420363000649
390965,420368806707
390215,421521003972
390220,420318000726
390230,420321004930
390225,420324001343
390250,420330000917
390860,420333005116
391230,420336004188
390270,420339001595
390275,420342006207
390280,422382004670
390290,420348001605
390295,422364001423
390300,421554002686
392270,420351000062
390311,428037007083
390322,420357004957
390324,420009900634
390325,420357003465
390340,422430000021
390160,420729004810
390355,420375004706
390360,420384001612
390362,420537001619
390361,420636505178
390365,422237004071
390370,422205006328
390380,420591001849
390385,421011503988
390390,420396006306
390405,420402004691
393658,420570006706
390428,420420001014
390445,420426002362
390455,421929003210
390465,420432006162
391777,420408004818
390479,420012800843
390490,420450004195
390500,420459001147
390510,422118004006
390520,421874001629
390525,420486001682
390527,422583001732
390530,420489004217
395067,428046007090
390540,420492000988
390545,420498002420
390560,420501001694
390565,420507007126
390570,420504000079
390590,420516002798
390595,422226001627
390830,422235002839
390603,420555002191
390615,420564004715
390617,428045007089
390620,420586006492
390632,420003200384
390650,420603007188
390663,420606001475
390675,420201005091
390695,420612000921
390700,421488004249
390703,420615006236
390720,421878002345
390515,420471004203
394482,428049107094
394485,422124006354
390740,420624005012
390745,420708001632
390760,421893003328
390770,420636002515
390780,421983002350
390795,422388006216
390800,420659001637
390805,420659001639
390810,420666005228
393740,420681006946
390875,420686001998
390880,420693003869
390900,421377001213
390920,420714001529
390923,420720002869
390930,420723004553
390950,420732003425
390953,420993307194
390970,420642003978
390985,420627006290
390990,420756004352
391015,421776006345
391017,420915006418
391019,420867000518
391030,420768004558
391348,420009100597
391033,420771001387
390488,420531005133
391045,420531001043
394965,422432001972
391053,420783006156
391070,421824003107
391075,422304003589
391080,420798002429
391090,420801000125
391150,420867006935
391134,428038007084
391130,420885003482
391135,422655003522
391155,420534001208
391165,421065002040
391180,420259000582
391195,420909000144
391200,420912002562
391215,422436006340
391220,421773006372
391225,422574003596
391235,420924002675
391237,421743000700
391238,422400000873
391250,420855002809
391255,420483001299
391260,420858001707
391265,420927006293
393515,422262003376
391315,420930000016
391280,420930002026
391285,421221004817
391290,421533002063
391289,421533006711
391297,421533000207
391298,420011600760
395080,422508006148
391310,420930002027
391335,420936000739
394005,422673006390
391341,420771000706
391350,421299004528
391360,420954006269
391362,428009007050
395415,421884004682
391365,420957006737
391370,420969005248
391375,422217004602
391390,420978005023
390735,421083005219
391395,422037001934
391400,420259006575
391407,420260004807
391405,420993006419
391245,420231004664
391423,428062007103
391430,421020004106
391435,422463004126
391440,421764002760
391445,420360004181
391455,421038006563
391415,422439005078
391485,421053006223
391510,421071006271
391512,420285000315
391520,421074002043
391537,421059001869
391545,422238004614
391570,421101002206
391573,422220002284
391575,421092004373
391576,421176004404
391580,421116003137
391585,420001100272
391583,422022003165
391593,421122006125
391590,421122003145
391597,420008200588
394855,421874006942
391605,420639006122
391610,421131006330
391620,421134000808
391625,421145004571
391628,422247004608
395265,421142002891
391630,421149002048
395465,422244001183
391646,420540001746
391645,420540001745
391647,420738505278
391650,421158006333
391660,422301001806
391670,421866006648
391705,421167001879
391710,422475004310
391718,421170000026
394975,422370003957
391745,421173005352
391755,422115004735
394500,421182003150
391758,421446003532
391765,420759004801
391760,01200519
391790,420696000691
391795,421194005207
391805,421329002331
393761,420008100595
391822,422497004295
391823,422223000714
391695,421161003272
391832,420573009975
391835,421596001550
391850,420849006364
391855,421410001776
391860,421209002305
390303,421419004960
391880,420318000742
393075,422520000509
391885,421215002325
391888,422604000719
391900,421230006126
391902,428010007051
391905,421233004412
391910,421239002280
390655,422559000523
391920,421242003277
391925,421305006404
391930,421248003034
391940,428013007054
391945,421254001307
391950,421257006218
390790,420643005136
391965,420975001225
391966,421097005288
391956,421095001251
391968,422025005214
391975,422613001293
391985,421266005245
391995,420960001154
392005,421269006482
394955,422421001443
392015,422448003395
391635,421605004049
392045,421833001094
392050,421890002649
392055,420259000596
392060,421272001486
392075,421293000816
392085,422607006704
392095,421311002607
392105,420648002532
392117,420000200095
392865,421458002623
392110,421314002596
392140,421179002578
392145,421641006455
392155,421728005345
392160,422639001892
392165,421845006693
392168,422292004030
391579,420002100344
392170,421098004845
392185,421620006610
390855,420684004800
392195,421344005155
392205,421347000603
392215,422097000864
392220,421986000448
392225,421350001315
392230,421302002924
390435,420423001029
391325,422583004704
392255,421359004085
392258,421529007211
392260,421529006887
392265,422237004064
392280,421371004442
392290,420659001644
392300,422496002663
392305,421398000014
391998,420006300510
392958,420453004340
391830,421758000747
392355,421443007012
392363,421087001424
392380,421752004577
392385,421455002618
392390,422237004068
392405,420828006159
392410,421473002339
392415,421479001159
392420,422253000941
390755,421260002394
392460,421485006252
392610,420996004242
392745,422058000470
392735,421572005017
392515,422283000477
392485,421494006105
392267,422191000440
390535,421896005083
392535,420708001654
392545,420711001701
392550,421503005098
392287,422055001942
392560,421512003158
392565,422274006280
392590,421515003994
392595,421521003962
392600,421524001790
392615,422601004091
392620,421260006255
392635,420753005261
392315,421272500446
392645,421536001794
392650,421119006341
392655,421863002633
392675,421545001623
392680,421548003541
392684,420002800368
392690,421551006583
392693,420521000654
392695,421557000685
392700,421560006181
392705,422040007238
393704,428002007042
392708,421062000170
392713,420006400530
392715,421566003040
392720,421575003045
392725,421581004044
390840,421583004951
392755,422523001566
392760,421590001062
392765,421731002446
392795,420765002539
395257,420546002860
392790,421599006936
392812,421617004458
392815,421602002297
392825,421623003048
391810,422279000196
392835,421023004360
392840,420846002740
392845,421629005242
392850,420369005135
392857,421188005153
392860,421638003495
392880,422013001495
392895,421653000695
392900,421338002680
392901,421339004940
392902,421644002689
392910,421662002704
392915,422151002708
392925,422406002712
390375,421371004437
392945,420882002554
392950,421686001084
392960,421674004469
392970,420390004034
392975,420655000017
391380,420588000732
395458,428047007091
393002,421785002821
393010,422652002721
392980,421689003583
392985,420696005096
391505,01195879
393000,421476001902
393005,420366001677
391366,421425003305
393020,421698006729
393045,421716006145
391895,421794004717
395350,420806005193
393035,421737003505
394645,421761006201
393080,422043006928
393083,421809004931
393095,421812002449
393100,421815006318
393135,421830001420
393140,421836004734
393145,421839002766
393163,420474005212
393175,421857006439
391115,422454005081
393195,421875001100
393200,421035002126
393205,421899003845
393506,420005300493
393347,421899000765
393245,421899003851
393275,421899003848
393284,421899000576
393266,421899004728
393219,421899003811
393292,420001300318
393297,420007800563
393542,421899003849
393295,421899003840
393310,421899003850
393311,421899006822
393312,420007700554
393313,420006000502
393342,421899007023
393323,421899006527
393330,421899003852
393526,421899000551
393341,421899006996
393319,421899003818
393348,420003800393
393356,421899003808
393345,421899003847
393360,421899003854
393385,420007900564
393381,421899006675
393355,421899003842
393318,420008400578
393327,420005600496
393386,420005100488
393393,420004000399
393395,421899003841
393409,421899003855
393413,420007600552
393415,421899003856
393420,421899003857
393428,421899006548
393448,421899000771
393447,420010700678
393430,421899003843
393435,421899010015
393439,421899003670
393440,01187493
393445,421899003844
393504,421899003816
393505,421899003853
393510,421899003859
393531,421899003839
393524,421899000572
393427,421899003861
393555,421899003860
393556,421899006523
393558,421899003728
393565,421899003858
393343,421899007225
393566,420001500322
393569,420001600324
393575,421902001560
393579,420290000015
393580,421905001426
393581,420006700511
393590,421914003910
390255,420282005199
393630,420297000050
393648,421917006915
393645,420414000070
393768,421917007123
393649,420004500411
393650,421917000412
393656,420009400663
393670,421917000422
393620,421007000156
393955,421917000420
393680,421275005112
393890,421917000415
393688,421917006873
393730,421611000254
393752,421722007122
393640,421777000053
393753,420001800337
393760,421917000424
393763,421859000309
393765,421917000416
393772,421935000435
393895,421917000425
391550,422120000460
393905,421917000417
393925,421917000409
393659,421650007214
395417,421920005058
392025,422595006391
394040,421947003333
394052,421950000679
394060,421953003111
394055,421956001270
394085,421827001406
394703,421965003338
394088,421968003348
394080,A0902935
394100,421971003924
392042,422587005059
391540,421217001885
394110,421980006165
394120,421989001128
394125,422181002658
394133,421992001921
394155,420248000820
394145,420948000788
394170,422004000859
394190,422010004598
394205,421272506241
394219,421233505180
394228,422031001989
394245,422412001501
394265,420678000777
394270,422046000712
394280,422052006210
394288,421746000964
394290,421416003296
394300,422256003367
394310,420259000517
390002,422482004143
390635,420754000513
394315,421874006136
394330,422064005169
394350,422076004002
394367,420375002353
391480,421044000594
394368,422193001177
394370,422397000753
394375,422085000965
390910,420387003891
394385,422091005264
394395,420000407134
394442,422109006413
394438,420000507135
394455,422109002489
394460,422112003969
394465,420705004098
394495,422127006800
394505,422133005246
394515,422240006516
394525,422142003124
394530,422482004146
394540,422149003940
394550,421779002958
394555,421086000802
394560,421821007191
394565,422157005221
394580,420994001191
394600,421767002818
394610,422166001172
394615,422169003117
394625,422184004015
394626,428040007085
394635,422187003354
394630,420002500355
392275,422206000467
395325,422214003056
394360,420255002320
394670,422259004623
394675,421881006231
394655,420219000029
394660,422260001950
394685,422277001364
394690,422280001801
394695,421308003155
394710,420609001480
394715,422286003224
394740,422154003569
394752,422298004054
394756,421950003216
394765,422322005070
394780,422325002496
393120,422232002313
393103,421517007210
394805,421773006373
392210,421713001489
394810,420828006161
394820,422349001668
394825,420012000743
394830,420405006308
394845,422355005208
394200,422640003914
394875,422379001000
394885,422385005271
394890,422487005103
394910,422403000949
394915,421770003875
394920,422409002075
394925,420210006001
394952,428056007099
394950,421332006600
394951,422415002184
393707,422457000492
392207,421284004431
395015,422479005287
395030,422229002253
391980,420519001040
395035,422482004149
394992,420531000785
395060,422376006012
395065,422499004286
391875,420987002246
395070,420999002037
395105,422511002243
394991,428024007068
395110,420543005118
394285,422544007165
395115,422514001327
395135,422517004080
395170,422529001453
395163,420005000485
395164,422529006734
395181,420010100656
395180,420279001367
395190,422658006980
395195,422565006129
395198,422568000536
392000,421710001164
395175,421773004058
395210,421152001547
393745,421701006793
391785,422625002848
395255,422630003009
395260,422630003008
395270,422630003007
393965,422637000555
395300,422643000951
395308,421431004828
395327,422646006368
395340,422451003401
395345,420966002201
395355,422661004026
395363,420291001335
395390,420879004564
395395,422670001005
393280,420576003260
395410,422676000887
395430,420549004545
395433,420004800453
395435,422598006705
395440,422682004647
394999,422683000022
395447,422681005168
395448,422685004658
395450,420345000003
395455,422482004135
543720,720003000368
543400,720003000662
543960,720003001030
543755,720003000402
546490,720003001788
544980,720003000540
545968,720003001284
544280,720003000348
544120,720003001045
541489,610001200060
540080,720003001133
540190,720003001984
540120,720003000753
540400,720003001570
540480,720003002060
540320,720003000208
540520,720003001689
540640,720003001207
540720,720003001902
540840,720003001528
540912,720003001502
540930,720003001555
540932,720003001534
540935,720003001506
540961,720003002059
541000,720003000280
541160,720003000526
541285,720003001469
541286,720003001878
541280,720003002069
541283,720003001477
541360,720003000178
541430,720003000179
541490,720003000518
541563,720003000149
541682,720003001842
541640,720003000926
541760,720003001438
541780,720003001411
541880,720003001906
541885,720003001753
541900,610001200057
541960,720003001074
542080,720003002064
542230,720003000084
542480,720003000479
542590,720003000703
542720,720003000627
542759,720003001916
542760,720003001982
542680,720003001169
542822,720003001855
542920,720003001611
542980,720003000445
541315,720003001223
543000,720003000436
543040,720003000418
544830,720003000562
544920,720003000996
542320,720003001377
545310,720003000006
545311,720003001868
545388,720003000501
400000,440003000001
400005,440069000149
400010,440006500009
400012,440012000026
400030,440021000032
400035,440024000044
400036,440024000045
400037,440027000076
400040,440030000086
400050,440033000097
400053,440099000259
400055,440009000019
400058,440054000128
400059,440057000135
400057,440000400379
400063,440063000147
400064,440066000151
400075,440072000159
400088,440075000168
400090,440078000180
400093,440042000116
400095,440096000255
400287,440081000186
400100,440003600246
400125,440084000201
400115,440084000202
400128,440087000207
400143,440090000211
400145,440090000217
400150,440090000218
400154,440090000056
400156,440090000209
400155,440090000224
400160,01257281
400166,440000300121
400185,440090000232
400183,440090000205
400184,440090000183
400189,440000100380
400146,440090000055
400144,440090000157
400224,440105000274
400230,440102000265
400239,440111000301
400237,440111000307
400240,440111000309
400252,440036000391
400265,440114000318
400255,440117000325
400270,440015000029
400295,440120000345
410420,450144000548
410000,450069000011
410025,450072000046
411120,450072001323
410026,450072001202
410050,450090000108
410055,450090000113
410058,450228000482
410029,450177000431
410082,450249000645
410085,450093000119
410105,450108000132
410110,450276000748
410260,450111000149
410120,450111000147
410140,450297001434
410175,450267000559
410180,450150000283
410190,450102000126
410206,450111001165
410210,450339000928
411080,450351001000
410250,450318000880
410275,450069000013
410290,450255000667
410335,450273000742
410345,450333000899
410355,450282001170
410380,450144001328
410427,450144000257
410400,450144001168
410428,450144000265
410382,450144000836
410430,450156000314
410440,450351001001
410445,450153000298
410460,450156000315
410470,450264000708
410485,450384001129
410494,450336000952
410534,450342001185
410510,450336000953
410515,01262804
410517,450336000949
410520,450336000950
410525,450336000951
411105,450282000759
410539,450339001312
410543,450339000118
410518,450339000975
410548,450336000954
410545,450342001187
410555,450249000642
410572,450318000862
410595,A9903931
410600,450117000176
410630,450186000095
410626,450186000190
410635,450096000122
410645,450192000385
411740,450000200445
410665,450069000012
410670,450360001022
410685,450333000902
410712,450267000717
410715,450315000878
410725,450246000613
410732,450075000064
410755,450213000440
410758,450213000443
410760,450213000442
410765,450390001156
410775,450258000689
410810,450150000285
410820,450228000485
410825,450270000726
410830,450117000177
410831,450117001351
411257,450072001198
410865,450153000300
410875,450378001112
411495,450249000641
410885,450231000560
410891,450231000562
410900,450231000564
410905,450231000460
410899,450231000568
410901,450231000570
410914,450390401580
410906,450231000572
410920,450231000566
410936,450234000593
410935,450234000596
410940,450231000561
410950,450231000565
410951,450231000571
410970,450243000610
411524,450117000178
410995,450186000370
411011,450228000554
411015,450378001108
411033,450111001350
412175,450144000250
410130,450081000084
411070,450336000955
411085,450348000988
411101,450282000017
411115,450084000089
411150,450144000264
411155,450225000468
410700,450207000413
411170,450375001090
411175,450258000688
411190,450255001259
411195,450378001111
411210,450219000458
411220,450189000380
411225,450186000371
411240,450258001261
411245,450258000691
411250,450348000989
411260,450195000391
411275,450261000701
411290,450270000724
411295,450270000582
411300,450333000903
411532,450249000644
411310,450375001091
411313,450249000646
411315,450249000643
410200,450255000665
411340,450177000327
410960,450001201183
411360,450285000765
411363,450231000569
411415,450300000804
411370,450156000317
411395,450144000259
411425,450117000174
411435,450072000056
411445,450144000261
411455,450288000773
411472,450249000900
411469,450249000647
411468,450249000244
411465,450249000640
411470,450249000639
411855,450318000196
411490,450303001285
411487,450303000821
411500,450240000604
411510,450321000876
411520,450072000055
410356,450144000168
411516,450144000083
411529,450144000239
411527,450201000007
411525,450144000251
411550,450321000873
411570,450156000318
411573,02056244
411591,450216000450
411589,450228001440
411592,450270000725
411620,450087000094
411625,450333000904
411595,450231000574
411632,450078000077
411657,450303000818
411665,450153000301
411675,450252001394
411685,450000101376
411698,450387001149
411700,450387001150
411704,450387001004
411693,02058321
411842,450363001038
410235,450321000850
411770,450306000839
411790,450346000982
411040,450315000858
411815,450306000841
411827,450231000567
411565,450354001010
411850,450000401227
411852,450366001052
411755,450125000187
411433,450117000160
411890,450174000323
411897,A1503539
411900,450201000402
411904,450372000217
411928,450372000223
411936,450371001388
411931,450369001065
411940,450279000752
411948,450231000563
410915,450231001521
411975,450222000723
411985,450231000573
411995,450180000331
412010,450375001092
412030,450072000057
412035,450306000842
412070,450237000601
412077,450273000741
412085,450306001357
412115,450303000820
412117,450076001380
412118,450078000076
412135,450105000129
412155,450210001392
412170,450357001015
412190,450381001122
420435,590001100084
420730,590001600115
420797,590000500021
420835,590001800132
420418,590000300006
420007,590000500022
421113,590000300007
420005,460004200474
420000,460207000003
420515,460002900258
420010,460002800014
420015,460264000017
420035,460372000022
420040,460378000024
420065,460427000029
420070,460468000036
420090,460561000038
420100,460636000048
420110,460705000055
420120,460767000880
420130,460780000069
420383,461941000174
420140,460795000071
420155,460823000072
420160,460828000079
420165,460004101141
420170,460852000082
420185,460930000088
420195,460951200101
420200,461032000105
420215,461056000109
420225,461128000114
420235,461176000116
420240,461200000119
420250,461230000130
420265,461294000133
420270,460003601010
420275,461410000091
420280,461413000141
420800,464494000405
420295,461605000144
420305,461623000149
420310,461659000152
420315,461695000155
420340,461785000163
420325,461812000165
420355,461945000800
420360,462010000956
420365,462085000182
420375,462134000186
420380,462139000188
420385,462142000074
420395,462241000192
420400,462250000194
420405,462256000196
420415,462294000806
420425,462403000203
420433,462439000206
420445,462454000209
420045,460393200107
420455,462485000217
420465,462140000190
420477,462550000220
420505,462637000224
420520,462649000227
420525,462652000230
420530,462697000232
420545,462988000239
420555,463030000243
420560,463135000264
420565,463156000267
420570,463171000274
420575,463080000260
420590,463234000276
420595,463243000278
420600,463550000324
420605,463336000280
420610,463378000283
420625,463448000288
420630,463460000298
420635,460002500305
420655,463540000309
420656,463548000313
420680,463606000333
420685,463612000337
420690,463615000339
420695,463627000342
420710,463750000349
420725,463822000355
420735,463954000360
420745,463999000368
420755,464086000370
420760,464130000374
420775,464152000382
420780,464155000387
420785,464164000391
420805,463960000363
420825,464545000408
420830,460624000042
420840,464626000411
420845,464638000416
420950,465175000475
420860,464710000420
420865,464749000422
420870,460000200424
420875,464794200430
420885,467209000678
420890,464839000442
420900,464845000449
420915,464878000452
420920,464965000455
420925,461958000803
420940,465067000464
420935,465085000469
420705,463699000345
420955,465277000482
420965,460004200656
420980,465427000488
420985,465430000492
420995,463049000256
421015,465526000500
421030,465571000508
421035,465580000516
421040,465797000522
421045,464477000398
421060,460102701027
421070,465982000529
421072,465982000525
421095,466045000552
421110,462934000236
421115,463444000031
