zip_name,median_household_income,medincome_total,medincome_under25,medincome_2544,medincome_4564,medincome_65plus,state_fips_code,zip_code
ZCTA5 00601,14361,14361,13173,15704,15944,12275,72,00601
ZCTA5 00602,16807,16807,-666666666,14416,19008,16035,72,00602
ZCTA5 00603,16049,16049,2499,14914,19492,15484,72,00603
ZCTA5 00606,12119,12119,-666666666,5530,11701,16974,72,00606
ZCTA5 00610,19898,19898,7330,24592,21215,16306,72,00610
ZCTA5 00612,18741,18741,9345,18938,22016,17379,72,00612
ZCTA5 00616,17007,17007,-666666666,17199,22955,14987,72,00616
ZCTA5 00617,16984,16984,-666666666,18109,16714,16613,72,00617
ZCTA5 00622,14615,14615,-666666666,15889,13349,14832,72,00622
ZCTA5 00623,17130,17130,9353,23197,19170,14107,72,00623
ZCTA5 00624,16701,16701,-666666666,16833,20083,14909,72,00624
ZCTA5 00627,17000,17000,14224,18060,19291,14127,72,00627
ZCTA5 00631,10244,10244,-666666666,7833,13750,10572,72,00631
ZCTA5 00637,17405,17405,2499,24673,17609,14837,72,00637
ZCTA5 00638,16843,16843,-666666666,18057,19704,14471,72,00638
ZCTA5 00641,15792,15792,15625,16172,17280,14991,72,00641
ZCTA5 00646,30573,30573,33295,35369,38853,18181,72,00646
ZCTA5 00647,14223,14223,-666666666,5750,13677,17837,72,00647
ZCTA5 00650,19764,19764,8750,20422,20709,19289,72,00650
ZCTA5 00652,21987,21987,-666666666,23561,20761,25231,72,00652
ZCTA5 00653,12072,12072,18548,13460,11833,11452,72,00653
ZCTA5 00656,17355,17355,9583,18782,16539,17442,72,00656
ZCTA5 00659,17715,17715,9783,18607,22641,14919,72,00659
ZCTA5 00660,19030,19030,-666666666,20222,24286,15573,72,00660
ZCTA5 00662,16834,16834,15946,19595,18541,13634,72,00662
ZCTA5 00664,14595,14595,13843,19907,12183,13620,72,00664
ZCTA5 00667,14013,14013,2499,18892,13486,13938,72,00667
ZCTA5 00669,16922,16922,21808,24880,16434,12287,72,00669
ZCTA5 00670,14245,14245,-666666666,21364,12208,14162,72,00670
ZCTA5 00674,18299,18299,7375,23155,21191,15335,72,00674
ZCTA5 00676,14992,14992,-666666666,16744,16272,13125,72,00676
ZCTA5 00677,19943,19943,7500,26307,22500,18149,72,00677
ZCTA5 00678,17144,17144,11125,16102,19444,15480,72,00678
ZCTA5 00680,14217,14217,2499,10172,19269,16131,72,00680
ZCTA5 00682,14706,14706,2499,10523,21204,18701,72,00682
ZCTA5 00683,16332,16332,6275,19063,15403,17161,72,00683
ZCTA5 00685,15185,15185,2499,16849,16376,14147,72,00685
ZCTA5 00687,20941,20941,-666666666,22697,22454,17212,72,00687
ZCTA5 00688,17874,17874,8750,18578,20170,16076,72,00688
ZCTA5 00690,18288,18288,-666666666,16136,25542,14859,72,00690
ZCTA5 00692,20585,20585,12917,28164,22875,17470,72,00692
ZCTA5 00693,19576,19576,18945,29274,21583,14546,72,00693
ZCTA5 00694,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,72,00694
ZCTA5 00698,14794,14794,8594,17607,16557,13257,72,00698
ZCTA5 00703,18846,18846,3646,18333,20827,18434,72,00703
ZCTA5 00704,17275,17275,2499,19025,20637,13769,72,00704
ZCTA5 00705,20214,20214,-666666666,24206,22181,17538,72,00705
ZCTA5 00707,20760,20760,-666666666,25694,16835,19981,72,00707
ZCTA5 00714,17615,17615,-666666666,16899,16308,20095,72,00714
ZCTA5 00715,12188,12188,-666666666,15057,11700,11025,72,00715
ZCTA5 00716,17969,17969,-666666666,9161,22790,19709,72,00716
ZCTA5 00717,12121,12121,2499,8277,14298,15861,72,00717
ZCTA5 00718,19372,19372,-666666666,17740,21734,17913,72,00718
ZCTA5 00719,18922,18922,-666666666,25353,23194,13734,72,00719
ZCTA5 00720,15295,15295,-666666666,16196,15500,14770,72,00720
ZCTA5 00723,16063,16063,8472,15572,18655,14039,72,00723
ZCTA5 00725,21350,21350,12202,23638,24770,18594,72,00725
ZCTA5 00727,31688,31688,15987,40927,36598,21162,72,00727
ZCTA5 00728,19340,19340,6458,17772,22869,18743,72,00728
ZCTA5 00729,21469,21469,15847,23335,23724,18199,72,00729
ZCTA5 00730,15723,15723,5302,14842,17500,15896,72,00730
ZCTA5 00731,15473,15473,6719,12970,19945,14102,72,00731
ZCTA5 00735,18395,18395,14773,22083,25423,16284,72,00735
ZCTA5 00736,21894,21894,8081,22297,26418,18168,72,00736
ZCTA5 00738,19859,19859,17222,19591,22653,19015,72,00738
ZCTA5 00739,20065,20065,-666666666,23638,22713,16730,72,00739
ZCTA5 00740,12944,12944,3403,15518,14188,13125,72,00740
ZCTA5 00741,22121,22121,-666666666,12207,30524,20398,72,00741
ZCTA5 00745,22960,22960,16765,30578,24466,19671,72,00745
ZCTA5 00751,18087,18087,2499,20778,21163,15806,72,00751
ZCTA5 00754,19403,19403,7961,25421,20828,15468,72,00754
ZCTA5 00757,19827,19827,-666666666,20596,26392,14506,72,00757
ZCTA5 00765,14880,14880,-666666666,15439,18393,14279,72,00765
ZCTA5 00766,19682,19682,-666666666,21780,22688,17281,72,00766
ZCTA5 00767,16295,16295,7232,16101,19077,14393,72,00767
ZCTA5 00769,19700,19700,13182,24437,20641,17089,72,00769
ZCTA5 00771,21175,21175,-666666666,28092,25751,15381,72,00771
ZCTA5 00772,16107,16107,-666666666,15552,19968,15035,72,00772
ZCTA5 00773,21850,21850,6627,23796,24380,19357,72,00773
ZCTA5 00775,22667,22667,-666666666,30938,28438,15795,72,00775
ZCTA5 00777,19830,19830,-666666666,20823,23960,16443,72,00777
ZCTA5 00778,35183,35183,-666666666,40010,39350,23367,72,00778
ZCTA5 00780,21663,21663,-666666666,28965,20111,19611,72,00780
ZCTA5 00782,13683,13683,2499,18977,14727,12661,72,00782
ZCTA5 00783,14995,14995,-666666666,14919,15741,14253,72,00783
ZCTA5 00784,17415,17415,13400,15938,20509,15438,72,00784
ZCTA5 00786,37552,37552,-666666666,-666666666,-666666666,-666666666,72,00786
ZCTA5 00791,20269,20269,-666666666,19762,23781,18312,72,00791
ZCTA5 00794,17073,17073,13344,18950,18700,14875,72,00794
ZCTA5 00795,20471,20471,15000,22849,23226,17521,72,00795
ZCTA5 00901,21469,21469,-666666666,22500,18929,24167,72,00901
ZCTA5 00906,106518,106518,-666666666,106518,-666666666,-666666666,72,00906
ZCTA5 00907,36495,36495,-666666666,47500,37434,31223,72,00907
ZCTA5 00909,19443,19443,2499,33373,19525,15944,72,00909
ZCTA5 00911,35470,35470,28015,41230,43958,24643,72,00911
ZCTA5 00912,22292,22292,2499,27589,25046,20370,72,00912
ZCTA5 00913,6493,6493,2499,4887,7948,10932,72,00913
ZCTA5 00915,12802,12802,3825,14004,13819,12249,72,00915
ZCTA5 00917,15220,15220,8071,14364,16487,14789,72,00917
ZCTA5 00918,25117,25117,2499,22467,43626,20839,72,00918
ZCTA5 00920,25809,25809,-666666666,31453,26675,21497,72,00920
ZCTA5 00921,18763,18763,-666666666,16174,23347,18862,72,00921
ZCTA5 00923,14159,14159,2499,7358,18750,15410,72,00923
ZCTA5 00924,18176,18176,3048,15200,27189,17985,72,00924
ZCTA5 00925,11090,11090,3904,14329,11033,14210,72,00925
ZCTA5 00926,35788,35788,-666666666,38218,45328,28548,72,00926
ZCTA5 00927,35268,35268,4784,33493,48056,29718,72,00927
ZCTA5 00934,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,72,00934
ZCTA5 00936,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,72,00936
ZCTA5 00949,27229,27229,14637,31043,32505,19372,72,00949
ZCTA5 00950,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,72,00950
ZCTA5 00951,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,72,00951
ZCTA5 00952,14991,14991,-666666666,19488,15655,11796,72,00952
ZCTA5 00953,29019,29019,-666666666,34177,35358,16769,72,00953
ZCTA5 00956,23127,23127,11184,29782,26436,19467,72,00956
ZCTA5 00957,26667,26667,4613,26809,33680,22644,72,00957
ZCTA5 00959,30466,30466,-666666666,28644,39820,24032,72,00959
ZCTA5 00960,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,72,00960
ZCTA5 00961,29511,29511,19896,27428,35983,25257,72,00961
ZCTA5 00962,15497,15497,5547,13562,19490,13195,72,00962
ZCTA5 00965,15276,15276,-666666666,14470,19089,12131,72,00965
ZCTA5 00966,48163,48163,-666666666,48151,53929,40262,72,00966
ZCTA5 00968,49099,49099,-666666666,55833,74265,24926,72,00968
ZCTA5 00969,50419,50419,-666666666,60426,66273,36585,72,00969
ZCTA5 00971,22480,22480,19917,31734,30568,16563,72,00971
ZCTA5 00976,32377,32377,24356,36004,42862,23102,72,00976
ZCTA5 00979,34701,34701,34310,41053,38480,27189,72,00979
ZCTA5 00982,24895,24895,-666666666,22384,32031,22467,72,00982
ZCTA5 00983,25750,25750,9135,29476,30517,23121,72,00983
ZCTA5 00985,26156,26156,-666666666,25037,36047,22035,72,00985
ZCTA5 00987,32555,32555,18049,39905,37288,22321,72,00987
ZCTA5 01001,63949,63949,28750,80489,82569,47712,25,01001
ZCTA5 01002,61159,61159,26555,54946,100395,78333,25,01002
ZCTA5 01003,2499,2499,-666666666,-666666666,-666666666,-666666666,25,01003
ZCTA5 01005,67302,67302,-666666666,95192,76044,53992,25,01005
ZCTA5 01007,91191,91191,26888,100903,115409,58051,25,01007
ZCTA5 01008,76333,76333,-666666666,78500,106964,45461,25,01008
ZCTA5 01009,80714,80714,-666666666,81339,-666666666,-666666666,25,01009
ZCTA5 01010,70063,70063,-666666666,109318,88125,27143,25,01010
ZCTA5 01011,76500,76500,-666666666,90750,92917,44063,25,01011
ZCTA5 01012,67321,67321,-666666666,75750,74083,53000,25,01012
ZCTA5 01013,43808,43808,29615,43622,59313,29414,25,01013
ZCTA5 01020,60561,60561,-666666666,76047,68029,38380,25,01020
ZCTA5 01022,46488,46488,-666666666,54472,52083,38495,25,01022
ZCTA5 01026,58438,58438,-666666666,73646,51250,63417,25,01026
ZCTA5 01027,67119,67119,57014,68472,88000,47642,25,01027
ZCTA5 01028,87748,87748,-666666666,95625,126120,41714,25,01028
ZCTA5 01029,87727,87727,-666666666,96417,-666666666,42431,25,01029
ZCTA5 01030,76000,76000,55469,81220,98333,50868,25,01030
ZCTA5 01031,38173,38173,-666666666,-666666666,41719,21146,25,01031
ZCTA5 01032,68750,68750,-666666666,155833,79219,32813,25,01032
ZCTA5 01033,96979,96979,-666666666,91050,129193,51111,25,01033
ZCTA5 01034,87750,87750,-666666666,108333,100833,63854,25,01034
ZCTA5 01035,74364,74364,-666666666,70417,103603,49835,25,01035
ZCTA5 01036,91646,91646,-666666666,95278,123417,55694,25,01036
ZCTA5 01037,80556,80556,-666666666,93750,77125,-666666666,25,01037
ZCTA5 01038,72045,72045,-666666666,81397,94868,37639,25,01038
ZCTA5 01039,94191,94191,-666666666,110500,95694,69643,25,01039
ZCTA5 01040,40769,40769,23301,41591,50735,31911,25,01040
ZCTA5 01050,67750,67750,49722,84479,80694,54188,25,01050
ZCTA5 01053,60823,60823,-666666666,74205,60679,76103,25,01053
ZCTA5 01054,90978,90978,-666666666,71685,104375,91667,25,01054
ZCTA5 01056,73458,73458,-666666666,82708,93948,39167,25,01056
ZCTA5 01057,83008,83008,-666666666,93333,106902,49679,25,01057
ZCTA5 01060,61798,61798,35986,64464,65161,46389,25,01060
ZCTA5 01062,75179,75179,-666666666,81229,88015,64583,25,01062
ZCTA5 01063,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,25,01063
ZCTA5 01066,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,25,01066
ZCTA5 01068,88571,88571,78750,100481,97344,71806,25,01068
ZCTA5 01069,63750,63750,50717,81528,78781,40993,25,01069
ZCTA5 01070,60000,60000,-666666666,-666666666,59375,49091,25,01070
ZCTA5 01071,75592,75592,-666666666,76382,82813,62083,25,01071
ZCTA5 01072,80625,80625,-666666666,87500,90156,57083,25,01072
ZCTA5 01073,104577,104577,-666666666,94375,114519,78264,25,01073
ZCTA5 01074,86414,86414,-666666666,-666666666,-666666666,-666666666,25,01074
ZCTA5 01075,69346,69346,-666666666,70953,91120,57361,25,01075
ZCTA5 01077,73776,73776,-666666666,69850,121111,38786,25,01077
ZCTA5 01079,31594,31594,-666666666,-666666666,-666666666,21250,25,01079
ZCTA5 01080,65741,65741,-666666666,66379,76071,30156,25,01080
ZCTA5 01081,69250,69250,36944,82583,72813,42188,25,01081
ZCTA5 01082,56637,56637,43221,73208,63387,38882,25,01082
ZCTA5 01083,60323,60323,-666666666,84531,86287,24273,25,01083
ZCTA5 01084,75938,75938,-666666666,88750,90625,-666666666,25,01084
ZCTA5 01085,68042,68042,45156,73592,87633,45794,25,01085
ZCTA5 01086,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,25,01086
ZCTA5 01088,54286,54286,-666666666,77813,-666666666,46250,25,01088
ZCTA5 01089,53053,53053,35913,58377,64106,36983,25,01089
ZCTA5 01092,108725,108725,-666666666,175288,109750,-666666666,25,01092
ZCTA5 01093,91563,91563,-666666666,113750,145000,76094,25,01093
ZCTA5 01094,-666666666,-666666666,-666666666,91250,-666666666,19861,25,01094
ZCTA5 01095,108965,108965,-666666666,114261,134000,46719,25,01095
ZCTA5 01096,82574,82574,-666666666,105326,83542,60893,25,01096
ZCTA5 01097,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,25,01097
ZCTA5 01098,80192,80192,-666666666,97639,80769,70938,25,01098
ZCTA5 01103,26135,26135,-666666666,41678,16944,14063,25,01103
ZCTA5 01104,34937,34937,-666666666,43848,39478,22299,25,01104
ZCTA5 01105,19427,19427,20292,21279,13051,18984,25,01105
ZCTA5 01106,121141,121141,-666666666,142572,138836,83594,25,01106
ZCTA5 01107,26258,26258,19904,34950,40339,18814,25,01107
ZCTA5 01108,43235,43235,21472,41162,50750,48142,25,01108
ZCTA5 01109,35339,35339,25690,34845,42417,32518,25,01109
ZCTA5 01118,63571,63571,-666666666,60718,83324,54250,25,01118
ZCTA5 01119,46985,46985,-666666666,54276,56016,34464,25,01119
ZCTA5 01128,61659,61659,-666666666,65294,84083,49531,25,01128
ZCTA5 01129,58621,58621,-666666666,51250,74017,47841,25,01129
ZCTA5 01151,43128,43128,-666666666,48050,36842,33015,25,01151
ZCTA5 01199,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,25,01199
ZCTA5 01201,52223,52223,23438,57788,61369,42314,25,01201
ZCTA5 01220,53223,53223,-666666666,49817,75455,41739,25,01220
ZCTA5 01222,58646,58646,-666666666,91154,83333,38934,25,01222
ZCTA5 01223,75250,75250,-666666666,68438,90694,68152,25,01223
ZCTA5 01224,77717,77717,-666666666,-666666666,78043,-666666666,25,01224
ZCTA5 01225,71081,71081,-666666666,94318,77472,41771,25,01225
ZCTA5 01226,68915,68915,-666666666,74252,77583,49722,25,01226
ZCTA5 01229,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,25,01229
ZCTA5 01230,69328,69328,31429,70391,73750,68419,25,01230
ZCTA5 01235,63947,63947,-666666666,78000,75417,43750,25,01235
ZCTA5 01236,64048,64048,-666666666,-666666666,85625,61964,25,01236
ZCTA5 01237,67625,67625,-666666666,89779,81696,48750,25,01237
ZCTA5 01238,73333,73333,-666666666,113333,97604,40795,25,01238
ZCTA5 01240,68393,68393,-666666666,59458,101339,53705,25,01240
ZCTA5 01242,-666666666,-666666666,-666666666,97578,-666666666,-666666666,25,01242
ZCTA5 01243,49643,49643,-666666666,-666666666,63750,27500,25,01243
ZCTA5 01244,51538,51538,-666666666,-666666666,-666666666,51250,25,01244
ZCTA5 01245,80417,80417,-666666666,125192,91080,74531,25,01245
ZCTA5 01247,44721,44721,-666666666,50313,65541,31981,25,01247
ZCTA5 01253,85417,85417,-666666666,-666666666,90313,74167,25,01253
ZCTA5 01254,91484,91484,-666666666,116250,105179,72500,25,01254
ZCTA5 01255,71023,71023,-666666666,95833,77000,41932,25,01255
ZCTA5 01256,58125,58125,-666666666,52292,82292,36071,25,01256
ZCTA5 01257,100909,100909,-666666666,-666666666,95972,104526,25,01257
ZCTA5 01258,67500,67500,-666666666,73889,71875,61339,25,01258
ZCTA5 01259,68438,68438,-666666666,44432,78864,-666666666,25,01259
ZCTA5 01260,118508,118508,-666666666,-666666666,118700,-666666666,25,01260
ZCTA5 01262,29659,29659,-666666666,25625,43667,30380,25,01262
ZCTA5 01264,71250,71250,-666666666,77917,67500,67083,25,01264
ZCTA5 01266,73906,73906,-666666666,66429,74609,77656,25,01266
ZCTA5 01267,83939,83939,-666666666,90089,107589,72727,25,01267
ZCTA5 01270,85417,85417,-666666666,77321,115000,53500,25,01270
ZCTA5 01301,50889,50889,41324,61328,62522,31887,25,01301
ZCTA5 01330,70761,70761,-666666666,54063,77500,56528,25,01330
ZCTA5 01331,57987,57987,-666666666,76938,64981,43339,25,01331
ZCTA5 01337,66771,66771,-666666666,70000,74904,43875,25,01337
ZCTA5 01338,60347,60347,-666666666,-666666666,54271,61154,25,01338
ZCTA5 01339,64813,64813,25313,63125,67143,67750,25,01339
ZCTA5 01340,62500,62500,108250,74861,71938,50750,25,01340
ZCTA5 01341,96563,96563,-666666666,73056,112917,92917,25,01341
ZCTA5 01342,85341,85341,-666666666,141875,100750,46477,25,01342
ZCTA5 01343,71625,71625,-666666666,-666666666,70875,86250,25,01343
ZCTA5 01344,62727,62727,-666666666,64583,68333,46667,25,01344
ZCTA5 01346,69375,69375,-666666666,118750,80625,45000,25,01346
ZCTA5 01347,53846,53846,-666666666,-666666666,-666666666,-666666666,25,01347
ZCTA5 01349,65536,65536,-666666666,85750,63152,48875,25,01349
ZCTA5 01350,28750,28750,-666666666,-666666666,-666666666,30625,25,01350
ZCTA5 01351,81042,81042,-666666666,67350,96625,54688,25,01351
ZCTA5 01354,67917,67917,-666666666,54886,75972,60000,25,01354
ZCTA5 01355,65875,65875,-666666666,75000,77917,47292,25,01355
ZCTA5 01360,75875,75875,-666666666,85714,84688,49453,25,01360
ZCTA5 01364,50890,50890,-666666666,62331,52614,37824,25,01364
ZCTA5 01366,71484,71484,-666666666,71750,92321,55625,25,01366
ZCTA5 01367,63750,63750,50625,59375,88182,42750,25,01367
ZCTA5 01368,76250,76250,-666666666,53393,91538,54107,25,01368
ZCTA5 01370,62966,62966,121786,70625,62745,53281,25,01370
ZCTA5 01373,78382,78382,-666666666,96667,77574,71103,25,01373
ZCTA5 01375,55625,55625,33155,44688,84044,61042,25,01375
ZCTA5 01376,40913,40913,31055,39900,42596,40320,25,01376
ZCTA5 01378,59375,59375,-666666666,82500,67841,37188,25,01378
ZCTA5 01379,53750,53750,-666666666,75250,41071,55625,25,01379
ZCTA5 01420,57207,57207,46420,67382,64369,40357,25,01420
ZCTA5 01430,95037,95037,-666666666,133897,98846,63750,25,01430
ZCTA5 01431,97958,97958,-666666666,102639,100833,77500,25,01431
ZCTA5 01432,94375,94375,61414,99873,117192,38750,25,01432
ZCTA5 01434,92426,92426,-666666666,134083,-666666666,-666666666,25,01434
ZCTA5 01436,73169,73169,-666666666,103555,108158,30556,25,01436
ZCTA5 01438,119808,119808,-666666666,-666666666,99500,-666666666,25,01438
ZCTA5 01440,49679,49679,43333,64986,54583,35525,25,01440
ZCTA5 01450,129085,129085,-666666666,127417,151917,72768,25,01450
ZCTA5 01451,162619,162619,-666666666,176389,194135,72371,25,01451
ZCTA5 01452,91734,91734,-666666666,93846,118000,41469,25,01452
ZCTA5 01453,61887,61887,54889,63504,78403,38618,25,01453
ZCTA5 01460,123413,123413,-666666666,151392,140096,58056,25,01460
ZCTA5 01462,103228,103228,-666666666,105833,122542,47500,25,01462
ZCTA5 01463,104130,104130,141583,122292,128720,52237,25,01463
ZCTA5 01464,76875,76875,-666666666,186750,95804,41593,25,01464
ZCTA5 01467,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,25,01467
ZCTA5 01468,73246,73246,-666666666,73363,114375,46250,25,01468
ZCTA5 01469,91964,91964,81154,98346,116121,52750,25,01469
ZCTA5 01473,100972,100972,-666666666,95650,120096,58295,25,01473
ZCTA5 01474,90302,90302,-666666666,79615,104474,33750,25,01474
ZCTA5 01475,80267,80267,58393,82368,105221,39728,25,01475
ZCTA5 01501,85432,85432,116094,111458,101467,44527,25,01501
ZCTA5 01503,99297,99297,-666666666,129022,135455,62750,25,01503
ZCTA5 01504,95375,95375,-666666666,108529,106899,41679,25,01504
ZCTA5 01505,97591,97591,42054,93438,140479,53698,25,01505
ZCTA5 01506,70338,70338,-666666666,112232,84643,38102,25,01506
ZCTA5 01507,101111,101111,-666666666,112375,110714,52579,25,01507
ZCTA5 01510,67634,67634,59333,74400,84591,50336,25,01510
ZCTA5 01515,82946,82946,103056,93611,90938,50208,25,01515
ZCTA5 01516,99943,99943,48798,124677,121500,47273,25,01516
ZCTA5 01518,72470,72470,-666666666,74636,109226,30441,25,01518
ZCTA5 01519,109670,109670,-666666666,109750,135612,77045,25,01519
ZCTA5 01520,109529,109529,-666666666,133651,137069,56630,25,01520
ZCTA5 01521,82179,82179,-666666666,82750,109432,56750,25,01521
ZCTA5 01522,108036,108036,-666666666,104630,124722,72639,25,01522
ZCTA5 01523,93385,93385,-666666666,123558,117901,49264,25,01523
ZCTA5 01524,81042,81042,-666666666,98295,94932,44018,25,01524
ZCTA5 01525,40947,40947,-666666666,53698,-666666666,-666666666,25,01525
ZCTA5 01527,85781,85781,66918,106469,104479,52500,25,01527
ZCTA5 01529,79129,79129,-666666666,85750,93750,26080,25,01529
ZCTA5 01531,91125,91125,-666666666,93750,92353,59375,25,01531
ZCTA5 01532,128613,128613,-666666666,131286,153902,66067,25,01532
ZCTA5 01534,102284,102284,-666666666,126071,140701,57109,25,01534
ZCTA5 01535,78750,78750,-666666666,80341,90208,51169,25,01535
ZCTA5 01536,109329,109329,-666666666,122667,126620,51989,25,01536
ZCTA5 01537,64975,64975,-666666666,78125,72333,40346,25,01537
ZCTA5 01540,77184,77184,-666666666,80227,121875,36023,25,01540
ZCTA5 01541,136083,136083,-666666666,136691,161513,83125,25,01541
ZCTA5 01542,106250,106250,-666666666,107962,122279,76650,25,01542
ZCTA5 01543,107928,107928,-666666666,129250,117672,62841,25,01543
ZCTA5 01545,105014,105014,75556,114575,132807,56270,25,01545
ZCTA5 01550,51270,51270,24922,54521,53978,33848,25,01550
ZCTA5 01560,88750,88750,-666666666,128472,113839,31513,25,01560
ZCTA5 01561,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,25,01561
ZCTA5 01562,72821,72821,-666666666,84000,91576,55776,25,01562
ZCTA5 01564,121458,121458,136645,131641,159833,55547,25,01564
ZCTA5 01566,86731,86731,-666666666,117750,86283,62188,25,01566
ZCTA5 01568,128796,128796,-666666666,179156,165435,44932,25,01568
ZCTA5 01569,107740,107740,-666666666,124020,122105,41919,25,01569
ZCTA5 01570,62281,62281,39219,70250,71296,36652,25,01570
ZCTA5 01571,69071,69071,50417,81641,100547,38616,25,01571
ZCTA5 01581,112153,112153,-666666666,118618,157155,53838,25,01581
ZCTA5 01583,90688,90688,-666666666,101875,110463,49618,25,01583
ZCTA5 01585,63182,63182,-666666666,62614,80313,36227,25,01585
ZCTA5 01588,76250,76250,-666666666,93990,80590,38290,25,01588
ZCTA5 01590,104710,104710,-666666666,102219,144194,57097,25,01590
ZCTA5 01602,64942,64942,35121,68818,87005,44327,25,01602
ZCTA5 01603,42904,42904,-666666666,46689,58893,23735,25,01603
ZCTA5 01604,55665,55665,36583,59961,68415,32913,25,01604
ZCTA5 01605,40390,40390,30400,45877,48288,21348,25,01605
ZCTA5 01606,65708,65708,-666666666,82434,73854,39674,25,01606
ZCTA5 01607,39928,39928,-666666666,43438,55000,24830,25,01607
ZCTA5 01608,31384,31384,21108,31128,34041,-666666666,25,01608
ZCTA5 01609,45992,45992,11563,54118,70116,32304,25,01609
ZCTA5 01610,33695,33695,-666666666,35292,42177,17400,25,01610
ZCTA5 01611,98140,98140,-666666666,90625,126538,56375,25,01611
ZCTA5 01612,120469,120469,-666666666,128958,152321,63833,25,01612
ZCTA5 01701,111209,111209,82729,128452,128916,72067,25,01701
ZCTA5 01702,65154,65154,52599,71652,68082,46662,25,01702
ZCTA5 01718,170789,170789,-666666666,195451,142024,-666666666,25,01718
ZCTA5 01719,115395,115395,-666666666,76923,164630,79808,25,01719
ZCTA5 01720,141265,141265,58478,152245,170625,79792,25,01720
ZCTA5 01721,124130,124130,-666666666,157734,143315,66855,25,01721
ZCTA5 01730,128354,128354,59280,140673,180972,67692,25,01730
ZCTA5 01731,107778,107778,33214,100104,129904,-666666666,25,01731
ZCTA5 01740,173024,173024,-666666666,213533,175250,96042,25,01740
ZCTA5 01741,195889,195889,-666666666,250001,247813,113750,25,01741
ZCTA5 01742,152240,152240,-666666666,163882,190431,83083,25,01742
ZCTA5 01745,127700,127700,-666666666,128200,161125,34722,25,01745
ZCTA5 01746,135340,135340,-666666666,165221,164871,79537,25,01746
ZCTA5 01747,108294,108294,-666666666,145660,120991,40000,25,01747
ZCTA5 01748,157353,157353,-666666666,196938,184265,83523,25,01748
ZCTA5 01749,91706,91706,73365,106379,109598,55056,25,01749
ZCTA5 01752,80943,80943,47059,94601,100063,50096,25,01752
ZCTA5 01754,105254,105254,-666666666,118640,120368,45201,25,01754
ZCTA5 01756,125945,125945,-666666666,142188,151771,87956,25,01756
ZCTA5 01757,83243,83243,28299,93333,98870,50639,25,01757
ZCTA5 01760,115446,115446,-666666666,132120,143854,64095,25,01760
ZCTA5 01770,198681,198681,-666666666,216250,209896,99625,25,01770
ZCTA5 01772,148409,148409,-666666666,162011,174453,97031,25,01772
ZCTA5 01773,140125,140125,-666666666,150735,250001,66071,25,01773
ZCTA5 01775,148235,148235,-666666666,189125,168672,71471,25,01775
ZCTA5 01776,191310,191310,-666666666,208651,207159,101438,25,01776
ZCTA5 01778,185906,185906,-666666666,233409,212813,111691,25,01778
ZCTA5 01801,90969,90969,55625,103908,107624,59044,25,01801
ZCTA5 01803,118721,118721,88696,126107,163608,61224,25,01803
ZCTA5 01810,151334,151334,25357,163711,174844,70850,25,01810
ZCTA5 01821,106141,106141,36667,121395,125719,55407,25,01821
ZCTA5 01824,126081,126081,49926,157240,142156,74764,25,01824
ZCTA5 01826,90000,90000,30465,105887,113025,46399,25,01826
ZCTA5 01827,135909,135909,-666666666,158125,156875,68523,25,01827
ZCTA5 01830,65224,65224,31563,71498,89750,39291,25,01830
ZCTA5 01832,66961,66961,33536,66645,84784,42659,25,01832
ZCTA5 01833,128466,128466,-666666666,152885,149148,55577,25,01833
ZCTA5 01834,103125,103125,-666666666,124940,111780,65577,25,01834
ZCTA5 01835,76538,76538,107727,71261,94044,56563,25,01835
ZCTA5 01840,24045,24045,45463,33899,25000,14936,25,01840
ZCTA5 01841,43411,43411,45882,45159,50501,20868,25,01841
ZCTA5 01843,56680,56680,64773,60795,67926,26782,25,01843
ZCTA5 01844,77484,77484,58036,82802,96575,47008,25,01844
ZCTA5 01845,108070,108070,-666666666,130882,143292,55610,25,01845
ZCTA5 01850,52827,52827,31786,63343,61939,36053,25,01850
ZCTA5 01851,60596,60596,35417,67292,64637,37948,25,01851
ZCTA5 01852,59037,59037,34063,69307,67163,32331,25,01852
ZCTA5 01854,53322,53322,35486,62287,59508,24688,25,01854
ZCTA5 01860,84609,84609,-666666666,112232,118438,41386,25,01860
ZCTA5 01862,96514,96514,-666666666,110226,115448,46797,25,01862
ZCTA5 01863,100672,100672,-666666666,131406,112361,52170,25,01863
ZCTA5 01864,128651,128651,-666666666,136580,152303,66181,25,01864
ZCTA5 01867,132948,132948,73661,166173,162436,55833,25,01867
