zip_name,median_household_income,medincome_total,medincome_under25,medincome_2544,medincome_4564,medincome_65plus,state_fips_code,zip_code
ZCTA5 10520,110094,110094,35694,131667,145744,65233,36,10520
ZCTA5 10522,143462,143462,-666666666,146576,174344,99417,36,10522
ZCTA5 10523,100816,100816,70733,116724,107212,59615,36,10523
ZCTA5 10524,124006,124006,-666666666,122386,141750,84531,36,10524
ZCTA5 10526,139671,139671,-666666666,127723,188854,132656,36,10526
ZCTA5 10527,183824,183824,-666666666,184559,193438,166750,36,10527
ZCTA5 10528,112437,112437,-666666666,141528,123125,90192,36,10528
ZCTA5 10530,109315,109315,52130,151223,145872,73750,36,10530
ZCTA5 10532,110417,110417,-666666666,191302,141000,37794,36,10532
ZCTA5 10533,158860,158860,-666666666,193158,198487,138208,36,10533
ZCTA5 10535,-666666666,-666666666,-666666666,-666666666,107440,-666666666,36,10535
ZCTA5 10536,183365,183365,-666666666,184000,222961,104375,36,10536
ZCTA5 10537,99565,99565,-666666666,63702,107364,78594,36,10537
ZCTA5 10538,196944,196944,-666666666,227292,214375,111563,36,10538
ZCTA5 10541,107180,107180,-666666666,109926,131853,65375,36,10541
ZCTA5 10543,104252,104252,-666666666,127443,125401,71176,36,10543
ZCTA5 10545,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,10545
ZCTA5 10546,237708,237708,-666666666,231563,239635,195250,36,10546
ZCTA5 10547,110685,110685,-666666666,122882,137295,67583,36,10547
ZCTA5 10548,89572,89572,-666666666,90000,88388,100227,36,10548
ZCTA5 10549,108287,108287,-666666666,106875,131602,74643,36,10549
ZCTA5 10550,49648,49648,30333,57576,48721,34427,36,10550
ZCTA5 10552,77242,77242,63155,85909,83845,53500,36,10552
ZCTA5 10553,74942,74942,118939,62288,77694,67188,36,10553
ZCTA5 10560,132303,132303,-666666666,119769,160781,99861,36,10560
ZCTA5 10562,81952,81952,32027,80702,103304,66292,36,10562
ZCTA5 10566,57022,57022,-666666666,53657,88194,37460,36,10566
ZCTA5 10567,134719,134719,-666666666,132969,149796,99583,36,10567
ZCTA5 10570,146969,146969,-666666666,124911,171103,104583,36,10570
ZCTA5 10573,87977,87977,-666666666,87990,107500,63875,36,10573
ZCTA5 10576,199167,199167,-666666666,210341,215125,139063,36,10576
ZCTA5 10577,164181,164181,-666666666,230179,224125,151250,36,10577
ZCTA5 10578,111076,111076,-666666666,209423,110465,-666666666,36,10578
ZCTA5 10579,108750,108750,-666666666,123287,133000,73824,36,10579
ZCTA5 10580,195172,195172,-666666666,250001,227632,96295,36,10580
ZCTA5 10583,208212,208212,-666666666,243977,250001,109306,36,10583
ZCTA5 10588,111862,111862,-666666666,143217,105357,95995,36,10588
ZCTA5 10589,100313,100313,-666666666,199833,155402,77220,36,10589
ZCTA5 10590,153571,153571,-666666666,187885,164688,77188,36,10590
ZCTA5 10591,98071,98071,96319,108363,114617,72917,36,10591
ZCTA5 10594,165179,165179,-666666666,181307,183674,86250,36,10594
ZCTA5 10595,109950,109950,-666666666,138173,156579,86667,36,10595
ZCTA5 10596,85417,85417,-666666666,72454,136050,52400,36,10596
ZCTA5 10597,237667,237667,-666666666,-666666666,250001,-666666666,36,10597
ZCTA5 10598,128545,128545,-666666666,150038,153125,59918,36,10598
ZCTA5 10601,71290,71290,24286,97037,76667,49469,36,10601
ZCTA5 10603,95833,95833,-666666666,106328,110741,74291,36,10603
ZCTA5 10604,101508,101508,-666666666,112917,128973,64847,36,10604
ZCTA5 10605,116895,116895,-666666666,124875,134196,85959,36,10605
ZCTA5 10606,80492,80492,-666666666,96119,81528,50764,36,10606
ZCTA5 10607,136250,136250,-666666666,137228,156136,97063,36,10607
ZCTA5 10701,47525,47525,26250,50400,61425,29307,36,10701
ZCTA5 10703,66322,66322,-666666666,74727,81125,45871,36,10703
ZCTA5 10704,75182,75182,31731,90171,85244,45864,36,10704
ZCTA5 10705,52232,52232,42030,50266,66823,36143,36,10705
ZCTA5 10706,142500,142500,-666666666,185481,176875,88906,36,10706
ZCTA5 10707,114386,114386,-666666666,97054,156250,87031,36,10707
ZCTA5 10708,115435,115435,-666666666,150870,136367,76731,36,10708
ZCTA5 10709,128365,128365,-666666666,148864,170982,58750,36,10709
ZCTA5 10710,88228,88228,67059,104211,108471,55721,36,10710
ZCTA5 10801,64043,64043,-666666666,73750,72679,39925,36,10801
ZCTA5 10803,157143,157143,-666666666,188750,175875,77379,36,10803
ZCTA5 10804,182396,182396,-666666666,246625,208633,143625,36,10804
ZCTA5 10805,72138,72138,-666666666,87035,81394,43643,36,10805
ZCTA5 10901,96460,96460,-666666666,110030,122701,54893,36,10901
ZCTA5 10910,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,10910
ZCTA5 10911,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,10911
ZCTA5 10913,151279,151279,-666666666,160729,205107,84792,36,10913
ZCTA5 10914,98661,98661,-666666666,-666666666,99911,-666666666,36,10914
ZCTA5 10915,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,10915
ZCTA5 10916,104583,104583,-666666666,111917,131983,62625,36,10916
ZCTA5 10917,111677,111677,-666666666,103906,170208,103750,36,10917
ZCTA5 10918,108073,108073,-666666666,107257,118654,57143,36,10918
ZCTA5 10919,105321,105321,-666666666,54464,112679,95913,36,10919
ZCTA5 10920,120378,120378,-666666666,126833,153533,86188,36,10920
ZCTA5 10921,91875,91875,-666666666,83333,138182,67536,36,10921
ZCTA5 10922,79832,79832,-666666666,140726,83293,53594,36,10922
ZCTA5 10923,77303,77303,-666666666,85833,84593,56161,36,10923
ZCTA5 10924,105000,105000,-666666666,114375,128443,57569,36,10924
ZCTA5 10925,78893,78893,-666666666,94280,80911,48947,36,10925
ZCTA5 10926,85288,85288,-666666666,74931,98250,90777,36,10926
ZCTA5 10927,63191,63191,-666666666,50952,78385,56000,36,10927
ZCTA5 10928,84267,84267,-666666666,91278,79667,70781,36,10928
ZCTA5 10930,136303,136303,-666666666,160887,137008,109688,36,10930
ZCTA5 10931,69844,69844,-666666666,62708,73125,50750,36,10931
ZCTA5 10932,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,10932
ZCTA5 10933,95673,95673,-666666666,-666666666,100694,-666666666,36,10933
ZCTA5 10940,62486,62486,-666666666,54412,80092,49835,36,10940
ZCTA5 10941,76676,76676,59933,71142,107471,48641,36,10941
ZCTA5 10950,76827,76827,19820,71816,112717,75846,36,10950
ZCTA5 10952,59304,59304,21930,44902,82383,71667,36,10952
ZCTA5 10953,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,10953
ZCTA5 10954,107077,107077,-666666666,161399,122969,63370,36,10954
ZCTA5 10956,142912,142912,-666666666,166618,162279,91351,36,10956
ZCTA5 10958,104150,104150,-666666666,132273,106098,77734,36,10958
ZCTA5 10960,87479,87479,110281,106162,118598,46852,36,10960
ZCTA5 10962,112875,112875,-666666666,107614,133889,90121,36,10962
ZCTA5 10963,76118,76118,-666666666,71129,140170,52109,36,10963
ZCTA5 10964,175234,175234,-666666666,250001,250001,58750,36,10964
ZCTA5 10965,111250,111250,-666666666,126250,137125,80882,36,10965
ZCTA5 10968,123580,123580,-666666666,73750,146125,113417,36,10968
ZCTA5 10969,107093,107093,-666666666,136146,106802,99875,36,10969
ZCTA5 10970,87895,87895,-666666666,96875,102045,74273,36,10970
ZCTA5 10973,99375,99375,-666666666,133021,107857,71700,36,10973
ZCTA5 10974,103942,103942,-666666666,133264,109792,58500,36,10974
ZCTA5 10975,75625,75625,-666666666,127083,-666666666,-666666666,36,10975
ZCTA5 10976,59864,59864,-666666666,-666666666,135417,23750,36,10976
ZCTA5 10977,54759,54759,21575,46672,82089,56817,36,10977
ZCTA5 10979,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,10979
ZCTA5 10980,110625,110625,-666666666,134350,122069,78472,36,10980
ZCTA5 10983,118708,118708,-666666666,126696,126420,73710,36,10983
ZCTA5 10984,127344,127344,-666666666,135332,113333,115556,36,10984
ZCTA5 10985,181211,181211,-666666666,-666666666,-666666666,-666666666,36,10985
ZCTA5 10986,176250,176250,-666666666,183409,179293,103393,36,10986
ZCTA5 10987,129167,129167,-666666666,165662,174375,86161,36,10987
ZCTA5 10988,92031,92031,-666666666,-666666666,90156,122031,36,10988
ZCTA5 10989,113135,113135,-666666666,119531,136419,91397,36,10989
ZCTA5 10990,103642,103642,-666666666,129345,125451,62281,36,10990
ZCTA5 10992,105245,105245,-666666666,118026,128015,32202,36,10992
ZCTA5 10993,47383,47383,-666666666,36883,69784,32981,36,10993
ZCTA5 10994,164464,164464,-666666666,170676,180545,106393,36,10994
ZCTA5 10996,115217,115217,-666666666,109886,143750,-666666666,36,10996
ZCTA5 10998,89135,89135,-666666666,60833,113958,82857,36,10998
ZCTA5 11001,113300,113300,-666666666,137220,130512,71750,36,11001
ZCTA5 11003,104349,104349,107634,108950,111806,64294,36,11003
ZCTA5 11004,95436,95436,49286,102933,108167,62321,36,11004
ZCTA5 11005,55313,55313,-666666666,-666666666,128750,52935,36,11005
ZCTA5 11010,111135,111135,-666666666,140792,128325,61190,36,11010
ZCTA5 11020,158295,158295,-666666666,196193,158095,99792,36,11020
ZCTA5 11021,102596,102596,-666666666,113882,115263,73496,36,11021
ZCTA5 11023,130061,130061,-666666666,111739,161488,104931,36,11023
ZCTA5 11024,128450,128450,66250,113194,123542,139611,36,11024
ZCTA5 11030,200703,200703,-666666666,250001,234125,128929,36,11030
ZCTA5 11040,129344,129344,-666666666,148800,150532,88846,36,11040
ZCTA5 11042,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11042
ZCTA5 11050,133882,133882,2499,145170,171061,96972,36,11050
ZCTA5 11096,60675,60675,-666666666,54832,71797,26821,36,11096
ZCTA5 11101,75581,75581,48795,119777,52424,21826,36,11101
ZCTA5 11102,71382,71382,60208,97224,57056,31661,36,11102
ZCTA5 11103,76234,76234,70833,88688,70757,36802,36,11103
ZCTA5 11104,67751,67751,-666666666,81042,65502,34952,36,11104
ZCTA5 11105,79883,79883,54625,101526,73106,42559,36,11105
ZCTA5 11106,68530,68530,52656,95971,62945,28476,36,11106
ZCTA5 11109,160625,160625,117188,165962,184471,-666666666,36,11109
ZCTA5 11201,129248,129248,-666666666,161457,122325,54643,36,11201
ZCTA5 11203,54457,54457,35865,56339,68643,40267,36,11203
ZCTA5 11204,53093,53093,28529,62237,59839,29719,36,11204
ZCTA5 11205,58872,58872,26541,80045,51492,29432,36,11205
ZCTA5 11206,39753,39753,58253,63967,33093,19631,36,11206
ZCTA5 11207,39382,39382,30986,42003,43569,28978,36,11207
ZCTA5 11208,42403,42403,21862,47500,45363,36098,36,11208
ZCTA5 11209,77917,77917,33603,92151,91884,41731,36,11209
ZCTA5 11210,69385,69385,33846,72131,72165,62651,36,11210
ZCTA5 11211,81228,81228,36689,115298,60406,20548,36,11211
ZCTA5 11212,26521,26521,21192,28423,30042,22068,36,11212
ZCTA5 11213,44831,44831,43345,62275,43738,24529,36,11213
ZCTA5 11214,56911,56911,47559,71459,69039,29006,36,11214
ZCTA5 11215,132091,132091,77321,146584,147936,72243,36,11215
ZCTA5 11216,67795,67795,55688,93675,58089,26250,36,11216
ZCTA5 11217,119375,119375,63125,148110,89917,60125,36,11217
ZCTA5 11218,73470,73470,30282,84091,79850,40923,36,11218
ZCTA5 11219,40683,40683,21972,45805,48750,30352,36,11219
ZCTA5 11220,50191,50191,48413,52077,54582,35674,36,11220
ZCTA5 11221,56900,56900,66918,75666,52440,28170,36,11221
ZCTA5 11222,93488,93488,75714,124173,68558,26448,36,11222
ZCTA5 11223,54023,54023,52150,69688,68375,25785,36,11223
ZCTA5 11224,32549,32549,12014,42967,46975,18819,36,11224
ZCTA5 11225,59820,59820,57917,71752,60660,41010,36,11225
ZCTA5 11226,58257,58257,48243,70193,55839,39168,36,11226
ZCTA5 11228,72902,72902,50677,84464,86405,44761,36,11228
ZCTA5 11229,64631,64631,33750,73996,82741,37131,36,11229
ZCTA5 11230,53070,53070,37232,60839,64005,27169,36,11230
ZCTA5 11231,99643,99643,83021,147253,96319,26488,36,11231
ZCTA5 11232,61200,61200,86618,71111,68125,29593,36,11232
ZCTA5 11233,44905,44905,47075,49077,48523,27158,36,11233
ZCTA5 11234,85807,85807,33878,91871,101814,58996,36,11234
ZCTA5 11235,54646,54646,41223,71020,75250,23902,36,11235
ZCTA5 11236,70793,70793,68500,64968,83241,52103,36,11236
ZCTA5 11237,53303,53303,64926,71839,44176,22287,36,11237
ZCTA5 11238,91846,91846,80483,123318,80536,39523,36,11238
ZCTA5 11239,29172,29172,-666666666,42012,46432,17684,36,11239
ZCTA5 11351,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11351
ZCTA5 11354,40786,40786,-666666666,47071,53461,23960,36,11354
ZCTA5 11355,42507,42507,24735,44694,53601,23122,36,11355
ZCTA5 11356,61859,61859,49732,64073,70294,41875,36,11356
ZCTA5 11357,85818,85818,60938,109290,100289,54545,36,11357
ZCTA5 11358,68848,68848,-666666666,75820,79894,46531,36,11358
ZCTA5 11359,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11359
ZCTA5 11360,83063,83063,-666666666,106176,103507,57298,36,11360
ZCTA5 11361,87892,87892,-666666666,101859,94462,58194,36,11361
ZCTA5 11362,93333,93333,-666666666,113750,111910,51670,36,11362
ZCTA5 11363,101019,101019,106250,129850,129052,58359,36,11363
ZCTA5 11364,82028,82028,94688,106360,91284,53361,36,11364
ZCTA5 11365,67642,67642,51440,73457,74209,44094,36,11365
ZCTA5 11366,84301,84301,-666666666,96179,96779,73929,36,11366
ZCTA5 11367,63546,63546,-666666666,81156,62846,49350,36,11367
ZCTA5 11368,54211,54211,67065,59371,57955,30923,36,11368
ZCTA5 11369,54184,54184,39286,53882,63961,44325,36,11369
ZCTA5 11370,63706,63706,43194,61973,80854,44635,36,11370
ZCTA5 11371,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11371
ZCTA5 11372,60659,60659,36250,65596,67107,33230,36,11372
ZCTA5 11373,54584,54584,43125,59869,61131,34086,36,11373
ZCTA5 11374,66795,66795,23514,95202,78063,36710,36,11374
ZCTA5 11375,84713,84713,-666666666,104788,95235,44685,36,11375
ZCTA5 11377,58948,58948,-666666666,68299,63336,37450,36,11377
ZCTA5 11378,77710,77710,48750,77700,93598,38879,36,11378
ZCTA5 11379,83883,83883,20395,95614,101289,49786,36,11379
ZCTA5 11385,75340,75340,61250,80017,84728,39169,36,11385
ZCTA5 11411,98207,98207,-666666666,96079,118023,79199,36,11411
ZCTA5 11412,81608,81608,50227,84327,98206,52274,36,11412
ZCTA5 11413,93432,93432,-666666666,92321,102640,75676,36,11413
ZCTA5 11414,75471,75471,46364,85083,92931,52041,36,11414
ZCTA5 11415,70900,70900,42367,86205,82886,43468,36,11415
ZCTA5 11416,73370,73370,40735,74231,76977,63707,36,11416
ZCTA5 11417,76868,76868,-666666666,72891,93561,50714,36,11417
ZCTA5 11418,68920,68920,76250,64592,79088,53250,36,11418
ZCTA5 11419,75835,75835,44732,74106,82750,61906,36,11419
ZCTA5 11420,79273,79273,19457,75132,90450,65402,36,11420
ZCTA5 11421,73107,73107,66875,71227,84347,55469,36,11421
ZCTA5 11422,88130,88130,-666666666,97319,95291,55119,36,11422
ZCTA5 11423,71194,71194,81429,69141,74731,66429,36,11423
ZCTA5 11424,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11424
ZCTA5 11425,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11425
ZCTA5 11426,98987,98987,-666666666,111157,115655,68310,36,11426
ZCTA5 11427,79385,79385,24358,77038,100060,61688,36,11427
ZCTA5 11428,78368,78368,-666666666,85366,87935,57566,36,11428
ZCTA5 11429,88300,88300,-666666666,73185,105652,76146,36,11429
ZCTA5 11430,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11430
ZCTA5 11432,62148,62148,44844,62351,74438,42325,36,11432
ZCTA5 11433,54253,54253,40804,53182,68224,35908,36,11433
ZCTA5 11434,64087,64087,35129,72898,73253,44372,36,11434
ZCTA5 11435,66137,66137,52688,75528,68155,44814,36,11435
ZCTA5 11436,75222,75222,43889,66979,87829,64448,36,11436
ZCTA5 11451,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11451
ZCTA5 11501,101339,101339,-666666666,118846,115263,70206,36,11501
ZCTA5 11507,133324,133324,-666666666,223137,139638,84356,36,11507
ZCTA5 11509,126836,126836,-666666666,123750,164375,86563,36,11509
ZCTA5 11510,115822,115822,-666666666,141161,129864,69239,36,11510
ZCTA5 11514,82344,82344,-666666666,91536,91006,63625,36,11514
ZCTA5 11516,109053,109053,-666666666,128417,117303,84091,36,11516
ZCTA5 11518,90417,90417,-666666666,102694,115625,53854,36,11518
ZCTA5 11520,82200,82200,-666666666,89734,98995,61059,36,11520
ZCTA5 11530,168019,168019,116603,201780,190489,94313,36,11530
ZCTA5 11542,80607,80607,-666666666,80634,101944,62250,36,11542
ZCTA5 11545,163606,163606,-666666666,178207,211061,104115,36,11545
ZCTA5 11547,80833,80833,-666666666,-666666666,63625,-666666666,36,11547
ZCTA5 11548,135385,135385,-666666666,127778,150729,138333,36,11548
ZCTA5 11549,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11549
ZCTA5 11550,64155,64155,62824,59856,74052,52481,36,11550
ZCTA5 11552,122367,122367,-666666666,128056,136366,83125,36,11552
ZCTA5 11553,79872,79872,28684,71656,102044,57656,36,11553
ZCTA5 11554,106409,106409,-666666666,118393,136473,63887,36,11554
ZCTA5 11556,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11556
ZCTA5 11557,127583,127583,-666666666,134929,161645,73242,36,11557
ZCTA5 11558,96368,96368,-666666666,90996,143272,73421,36,11558
ZCTA5 11559,97392,97392,-666666666,86798,147957,77530,36,11559
ZCTA5 11560,140568,140568,-666666666,142019,171010,100972,36,11560
ZCTA5 11561,99240,99240,32474,110211,120907,67000,36,11561
ZCTA5 11563,99947,99947,-666666666,129129,118942,60673,36,11563
ZCTA5 11565,128301,128301,-666666666,160625,155550,73894,36,11565
ZCTA5 11566,152337,152337,-666666666,179625,165647,86151,36,11566
ZCTA5 11568,214250,214250,-666666666,192656,241167,169583,36,11568
ZCTA5 11569,156750,156750,-666666666,-666666666,177500,151389,36,11569
ZCTA5 11570,117107,117107,31455,146406,161607,66847,36,11570
ZCTA5 11572,118480,118480,-666666666,157222,138583,70912,36,11572
ZCTA5 11575,90577,90577,-666666666,72422,110918,65282,36,11575
ZCTA5 11576,182199,182199,-666666666,250001,203500,122938,36,11576
ZCTA5 11577,149091,149091,-666666666,151042,180959,109444,36,11577
ZCTA5 11579,134107,134107,-666666666,171875,157917,116641,36,11579
ZCTA5 11580,110575,110575,-666666666,112125,127306,68354,36,11580
ZCTA5 11581,117200,117200,-666666666,153125,127627,75649,36,11581
ZCTA5 11590,106959,106959,51800,110217,128059,79875,36,11590
ZCTA5 11596,137500,137500,-666666666,155500,161659,69922,36,11596
ZCTA5 11598,145139,145139,-666666666,163000,190966,90083,36,11598
ZCTA5 11691,50267,50267,44005,56312,55886,30982,36,11691
ZCTA5 11692,46819,46819,-666666666,44864,59509,35391,36,11692
ZCTA5 11693,60569,60569,-666666666,62432,70238,38269,36,11693
ZCTA5 11694,84485,84485,-666666666,76478,98616,51250,36,11694
ZCTA5 11697,105750,105750,-666666666,170417,161406,63810,36,11697
ZCTA5 11701,86447,86447,-666666666,103094,97467,58413,36,11701
ZCTA5 11702,130337,130337,-666666666,154000,153160,69545,36,11702
ZCTA5 11703,93938,93938,35852,109728,113966,56250,36,11703
ZCTA5 11704,95912,95912,-666666666,103874,110108,56591,36,11704
ZCTA5 11705,112193,112193,-666666666,93699,154609,75893,36,11705
ZCTA5 11706,91204,91204,-666666666,102474,106145,63632,36,11706
ZCTA5 11709,108951,108951,-666666666,135270,117765,77045,36,11709
ZCTA5 11710,136281,136281,-666666666,158514,148364,70853,36,11710
ZCTA5 11713,84038,84038,-666666666,56429,105069,72679,36,11713
ZCTA5 11714,114095,114095,64018,144196,138862,65069,36,11714
ZCTA5 11715,122639,122639,-666666666,138393,154028,78871,36,11715
ZCTA5 11716,93317,93317,133415,94750,117530,73125,36,11716
ZCTA5 11717,82237,82237,-666666666,78672,100896,53401,36,11717
ZCTA5 11718,127931,127931,-666666666,148333,145625,77426,36,11718
ZCTA5 11719,68616,68616,-666666666,116429,87143,58750,36,11719
ZCTA5 11720,109550,109550,45909,124375,124835,66960,36,11720
ZCTA5 11721,141976,141976,-666666666,150475,171571,85417,36,11721
ZCTA5 11722,75021,75021,-666666666,79852,81812,48529,36,11722
ZCTA5 11724,250001,250001,-666666666,250001,250001,143529,36,11724
ZCTA5 11725,133893,133893,-666666666,162250,159360,66755,36,11725
ZCTA5 11726,75085,75085,-666666666,90466,74063,60898,36,11726
ZCTA5 11727,82655,82655,47500,92105,94442,50170,36,11727
ZCTA5 11729,94387,94387,-666666666,99833,119222,61290,36,11729
ZCTA5 11730,122826,122826,-666666666,117979,133377,67443,36,11730
ZCTA5 11731,120619,120619,-666666666,153247,137191,65859,36,11731
ZCTA5 11732,119028,119028,-666666666,203958,145000,58864,36,11732
ZCTA5 11733,155455,155455,61542,160917,179245,98611,36,11733
ZCTA5 11735,109858,109858,70577,135153,139570,54519,36,11735
ZCTA5 11738,110232,110232,-666666666,112500,116761,79545,36,11738
ZCTA5 11739,153958,153958,-666666666,-666666666,215179,110536,36,11739
ZCTA5 11740,124527,124527,2499,181250,158373,61083,36,11740
ZCTA5 11741,107220,107220,-666666666,116495,128254,72073,36,11741
ZCTA5 11742,107056,107056,-666666666,118125,116667,59479,36,11742
ZCTA5 11743,128187,128187,-666666666,137188,146721,89792,36,11743
ZCTA5 11746,116560,116560,-666666666,105709,145952,83175,36,11746
ZCTA5 11747,126607,126607,-666666666,134095,167439,69897,36,11747
ZCTA5 11749,93555,93555,-666666666,97930,101071,44583,36,11749
ZCTA5 11751,109958,109958,-666666666,126319,123594,58250,36,11751
ZCTA5 11752,106467,106467,-666666666,142045,130543,65848,36,11752
ZCTA5 11753,175724,175724,-666666666,161250,186182,137404,36,11753
ZCTA5 11754,101710,101710,-666666666,137604,133125,55592,36,11754
ZCTA5 11755,116788,116788,-666666666,135596,134333,73421,36,11755
ZCTA5 11756,125486,125486,-666666666,140417,135395,74183,36,11756
ZCTA5 11757,96369,96369,67955,105729,114270,54491,36,11757
ZCTA5 11758,120149,120149,-666666666,153672,157969,63766,36,11758
ZCTA5 11762,132426,132426,-666666666,159010,152393,72034,36,11762
ZCTA5 11763,88438,88438,-666666666,102158,102969,54958,36,11763
ZCTA5 11764,131332,131332,-666666666,128932,147900,113542,36,11764
ZCTA5 11765,250001,250001,-666666666,250001,250001,150417,36,11765
ZCTA5 11766,133050,133050,41250,153750,170568,72975,36,11766
ZCTA5 11767,116599,116599,-666666666,131589,155052,60781,36,11767
ZCTA5 11768,136549,136549,-666666666,188690,159708,85000,36,11768
ZCTA5 11769,103864,103864,-666666666,148214,154511,61387,36,11769
ZCTA5 11770,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11770
ZCTA5 11771,121481,121481,-666666666,150852,142258,92750,36,11771
ZCTA5 11772,80219,80219,48955,88849,105812,41200,36,11772
ZCTA5 11776,101793,101793,-666666666,108708,122944,65667,36,11776
ZCTA5 11777,115184,115184,-666666666,108558,134323,87292,36,11777
ZCTA5 11778,97790,97790,-666666666,96372,111450,67159,36,11778
ZCTA5 11779,98450,98450,98618,110556,118222,60176,36,11779
ZCTA5 11780,125610,125610,-666666666,144773,167895,60708,36,11780
ZCTA5 11782,116893,116893,-666666666,134167,153094,75833,36,11782
ZCTA5 11783,134229,134229,217888,166228,158984,82679,36,11783
ZCTA5 11784,93050,93050,-666666666,97439,110709,58676,36,11784
ZCTA5 11786,133111,133111,-666666666,144236,134500,105227,36,11786
ZCTA5 11787,128250,128250,-666666666,147708,164047,61101,36,11787
ZCTA5 11788,116468,116468,-666666666,123333,142738,65513,36,11788
ZCTA5 11789,102052,102052,-666666666,106397,112277,54091,36,11789
ZCTA5 11790,130607,130607,2499,160250,156010,98494,36,11790
ZCTA5 11791,174675,174675,-666666666,205906,208381,100213,36,11791
ZCTA5 11792,145341,145341,-666666666,179659,142102,108929,36,11792
ZCTA5 11793,139543,139543,-666666666,186250,164137,76825,36,11793
ZCTA5 11794,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11794
ZCTA5 11795,125691,125691,-666666666,137826,143765,76629,36,11795
ZCTA5 11796,114408,114408,-666666666,176875,138229,64583,36,11796
ZCTA5 11797,182569,182569,-666666666,197143,250001,78285,36,11797
ZCTA5 11798,81378,81378,-666666666,67500,102024,67008,36,11798
ZCTA5 11801,110302,110302,106553,136813,127609,68838,36,11801
ZCTA5 11803,147469,147469,-666666666,187813,166235,74410,36,11803
ZCTA5 11804,112946,112946,-666666666,211058,155873,46089,36,11804
ZCTA5 11901,66438,66438,85669,81984,70707,46140,36,11901
ZCTA5 11930,102639,102639,-666666666,130543,120192,97750,36,11930
ZCTA5 11931,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11931
ZCTA5 11932,103056,103056,-666666666,66750,-666666666,102778,36,11932
ZCTA5 11933,77061,77061,-666666666,78010,107755,50461,36,11933
ZCTA5 11934,106892,106892,-666666666,125662,127500,61250,36,11934
ZCTA5 11935,102688,102688,-666666666,128188,122045,78480,36,11935
ZCTA5 11937,97961,97961,-666666666,94979,99682,94479,36,11937
ZCTA5 11939,79408,79408,-666666666,52692,122500,74063,36,11939
ZCTA5 11940,104583,104583,-666666666,102614,115172,69393,36,11940
ZCTA5 11941,123125,123125,-666666666,112328,140909,103203,36,11941
ZCTA5 11942,92250,92250,-666666666,93500,93214,82153,36,11942
ZCTA5 11944,58939,58939,-666666666,50357,80536,57400,36,11944
ZCTA5 11946,83301,83301,-666666666,82687,103486,61726,36,11946
ZCTA5 11947,-666666666,-666666666,-666666666,-666666666,-666666666,102895,36,11947
ZCTA5 11948,-666666666,-666666666,-666666666,-666666666,-666666666,56228,36,11948
ZCTA5 11949,96505,96505,-666666666,151750,111307,45000,36,11949
ZCTA5 11950,95278,95278,-666666666,90711,107299,64243,36,11950
ZCTA5 11951,74100,74100,-666666666,70142,86339,44875,36,11951
ZCTA5 11952,92042,92042,-666666666,-666666666,104839,80655,36,11952
ZCTA5 11953,85103,85103,-666666666,93021,102244,51657,36,11953
ZCTA5 11954,96389,96389,-666666666,153846,106923,87059,36,11954
ZCTA5 11955,65724,65724,50625,67667,66810,62128,36,11955
ZCTA5 11956,69886,69886,-666666666,-666666666,-666666666,66429,36,11956
ZCTA5 11957,70000,70000,-666666666,77768,122250,59107,36,11957
ZCTA5 11958,92179,92179,-666666666,-666666666,202650,90393,36,11958
ZCTA5 11959,69167,69167,-666666666,-666666666,120268,53000,36,11959
ZCTA5 11960,138833,138833,-666666666,157321,187206,54917,36,11960
ZCTA5 11961,70244,70244,-666666666,89706,108694,43257,36,11961
ZCTA5 11962,113182,113182,-666666666,203750,-666666666,49750,36,11962
ZCTA5 11963,87688,87688,-666666666,76795,108063,73679,36,11963
ZCTA5 11964,82768,82768,-666666666,78891,83625,145861,36,11964
ZCTA5 11965,123635,123635,-666666666,-666666666,-666666666,124340,36,11965
ZCTA5 11967,86953,86953,60400,71719,114548,55500,36,11967
ZCTA5 11968,106271,106271,-666666666,106419,133125,80104,36,11968
ZCTA5 11970,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,36,11970
ZCTA5 11971,76250,76250,-666666666,-666666666,129107,58774,36,11971
