univ_id,po_num,order_num,order_title,created_by,date_updated,order_cost,num_runs,num_students,date_start,date_end,hs_grad_class,zip_code_file,zip_code,state_name,cbsa_name,intl_region,segment,race_ethnicity,gender,sat_score_min,sat_score_max,sat_score_old_min,sat_score_old_max,psat_score_min,psat_score_max,psat_score_old_min,psat_score_old_max,gpa_high,gpa_low,rank_high,rank_low
148654,,514140,P01 Primary Jrs (21) 1300-1520 SEPT,Tuonebrandy Tuonepalmer,2019-10-17,67.21,1,143,2019-10-17,2019-10-17,2021,,622|620|627|626|625,,,,,,,,,,,1300,1520,123,149,A+,B-,,
148654,,526585,SS10 Chicagoland Srs (20) 970-1040 D2,Tuonebrandy Tuonepalmer,2020-03-24,153.22,1,326,2020-03-24,2020-03-24,2020,Chicagoland.txt,,,,,,,,970,1040,890,960,,,,,A+,B-,,
148654,,355932,RNL 19 ESS M1 HA P1,Elizabeth Villarreal,2017-11-27,322.50,1,750,2017-11-27,2017-11-27,2019,UIS M1 Zips - 453.txt,,,,,,,,1060,1410,980,1350,980,1330,90,127,A+,A-,,
148654,,355962,RNL 19 ESS M2 Apps HA P1,Elizabeth Villarreal,2017-11-27,1464.58,1,3406,2017-11-27,2017-11-27,2019,UIS M2 Zips Apps - 137.txt,,,,,,,,1060,1410,980,1350,980,1330,90,127,A+,A-,,
148654,,355963,RNL 19 ESS M2 Apps GA P1,Elizabeth Villarreal,2017-11-27,3048.70,1,7090,2017-11-27,2017-11-27,2019,UIS M2 Zips Apps - 137.txt,,,,,,,,980,1270,900,1200,900,1190,82,112,A+,C,,
148654,,360378,RNL 19 ESS M2 Apps HA P2,Elizabeth Villarreal,2018-02-12,523.31,1,1217,2018-02-12,2018-02-12,2019,UIS M2 Zips Apps - 137.txt,,,,,,,,1060,1410,980,1350,980,1330,90,127,A+,A-,,
148654,,440670,SS14 Sec Srs 1150-1290 (19) E D1,Kathryn Kleeman,2018-12-12,1087.65,1,2417,2018-12-12,2018-12-12,2019,,637|636|651|633|634|631|476|475|478,,,,,,,1150,1290,1080,1220,,,,,A+,B,,
148654,,444419,P11 Primary Soph 800-850 (21) JAN,Kathryn Kleeman,2019-01-09,27.00,1,60,2019-01-09,2019-01-09,2021,,622|620|627|626|625,,,,,,,,,,,800,850,71,76,A+,B-,,
148654,,536395,P08 Primary Soph (22) 1050-1140 JAN,Tuonebrandy Tuonepalmer,2020-01-08,49.82,1,106,2020-01-08,2020-01-08,2022,,622|620|627|626|625,,,,,,,,,,,1050,1140,97,107,A+,B-,,
148654,,536344,P01 Primary Jrs (21) 1300-1520 JAN,Tuonebrandy Tuonepalmer,2020-01-08,15.04,1,32,2020-01-08,2020-01-08,2021,,622|620|627|626|625,,,,,,,,,,,1300,1520,123,149,A+,B-,,
148654,,536419,P16 Chicagoland Jrs (21) 860-910 JAN,Tuonebrandy Tuonepalmer,2020-01-08,554.13,1,1179,2020-01-08,2020-01-08,2021,,601|600|606|605|604|603|602,,,,,,,,,,,860,910,78,83,A+,B-,,
148654,,536361,P03 Primary Jrs (21) 1050-1140 JAN,Tuonebrandy Tuonepalmer,2020-01-08,78.49,1,167,2020-01-08,2020-01-08,2021,,622|620|627|626|625,,,,,,,,,,,1050,1140,97,107,A+,B-,,
148654,,536363,P04 Primary Jrs (21) 920-1040 JAN,Tuonebrandy Tuonepalmer,2020-01-08,123.14,1,262,2020-01-08,2020-01-08,2021,,622|620|627|626|625,,,,,,,,,,,920,1040,84,96,A+,B-,,
148654,,536397,P09 Primary Soph (22) 920-1040 JAN,Tuonebrandy Tuonepalmer,2020-01-08,55.93,1,119,2020-01-08,2020-01-08,2022,,622|620|627|626|625,,,,,,,,,,,920,1040,84,96,A+,B-,,
148654,,536345,P02 Primary Jrs (21) 1150-1290 JAN,Tuonebrandy Tuonepalmer,2020-01-08,61.10,1,130,2020-01-08,2020-01-08,2021,,622|620|627|626|625,,,,,,,,,,,1150,1290,108,122,A+,B-,,
148654,,536373,P06 Primary Soph (22) 1300-1520 JAN,Tuonebrandy Tuonepalmer,2020-01-08,2.35,1,5,2020-01-08,2020-01-08,2022,,622|620|627|626|625,,,,,,,,,,,1300,1520,123,149,A+,B-,,
148654,,383160,RNL 19 ESS M1 HA P3,Elizabeth Villarreal,2018-04-21,25.37,1,59,2018-04-21,2018-04-21,2019,UIS M1 Zips - 453.txt,,,,,,,,1060,1410,980,1350,980,1330,90,127,A+,A-,,
148654,,383163,RNL 19 ESS M3 Apps HA P3,Elizabeth Villarreal,2018-04-21,82.99,1,193,2018-04-21,2018-04-21,2019,UIS M3 Zips Apps - 120.txt,,,,,,,,1060,1410,980,1350,980,1330,90,127,A+,A-,,
148654,,383181,RNL 19 ESS M3 Apps GA P3,Elizabeth Villarreal,2018-04-21,137.60,1,320,2018-04-21,2018-04-21,2019,UIS M3 Zips Apps - 120.txt,,,,,,,,980,1270,900,1200,900,1190,82,112,A+,C,,
148654,,383137,RNL 19 ESS M2 Apps HA P3,Elizabeth Villarreal,2018-04-21,79.55,1,185,2018-04-21,2018-04-21,2019,UIS M2 Zips Apps - 137.txt,,,,,,,,1060,1410,980,1350,980,1330,90,127,A+,A-,,
148654,,383150,RNL 19 ESS M2 Apps GA P3,Elizabeth Villarreal,2018-04-21,174.15,1,405,2018-04-21,2018-04-21,2019,UIS M2 Zips Apps - 137.txt,,,,,,,,980,1270,900,1200,900,1190,82,112,A+,C,,
148654,,384682,RNL 19 ESS M4 GA P3,Elizabeth Villarreal,2018-04-21,1034.58,1,2406,2018-04-21,2018-04-21,2019,UIS M4 Zips - 205.txt,,,,,,,,980,1270,900,1200,900,1190,82,112,A+,C,,
148654,,384681,RNL 19 ESS M3 No Apps GA P3,Elizabeth Villarreal,2018-04-21,76.97,1,179,2018-04-21,2018-04-21,2019,UIS M3 Zips No Apps - 33.txt,,,,,,,,980,1270,900,1200,900,1190,82,112,A+,C,,
148654,,384619,RNL 19 ESS M3 No Apps HA P3,Elizabeth Villarreal,2018-04-21,68.37,1,159,2018-04-21,2018-04-21,2019,UIS M3 Zips No Apps - 33.txt,,,,,,,,1060,1410,980,1350,980,1330,90,127,A+,A-,,
148654,,383405,RNL 20 ESS M1 HA P3,Elizabeth Villarreal,2018-04-21,254.56,1,592,2018-04-21,2018-04-21,2020,UIS M1 Zips - 453.txt,,,,,,,,1060,1410,980,1350,980,1330,90,127,A+,A-,,
148654,,383425,RNL 20 ESS M1 GA P3,Elizabeth Villarreal,2018-04-21,124.70,1,290,2018-04-21,2018-04-21,2020,UIS M1 Zips - 453.txt,,,,,,,,980,1270,900,1200,900,1190,82,112,A+,C,,
148654,,383349,RNL 20 ESS M2 Apps GA P3,Elizabeth Villarreal,2018-04-21,2756.73,1,6411,2018-04-21,2018-04-21,2020,UIS M2 Zips Apps - 137.txt,,,,,,,,980,1270,900,1200,900,1190,82,112,A+,C,,
148654,,571374,SS06 Chicagoland Srs (21) 1530-1600 E EAM,Tuonebrandy Tuonepalmer,2020-05-11,5.64,1,12,2020-05-11,2020-05-11,2021,Chicagoland.txt,,,,,,,,1530,1600,1500,1600,,,,,A+,B-,,
148654,,571375,SS08 Chicagoland Srs (21) 1150-1290 E EAM,Tuonebrandy Tuonepalmer,2020-05-11,74.26,1,158,2020-05-11,2020-05-11,2021,Chicagoland.txt,,,,,,,,1150,1290,1080,1220,,,,,A+,B-,,
148654,,571376,SS09 Chicagoland Srs (21) 1050-1140 E EAM,Tuonebrandy Tuonepalmer,2020-05-11,53.11,1,113,2020-05-11,2020-05-11,2021,Chicagoland.txt,,,,,,,,1050,1140,970,1070,,,,,A+,B-,,
148654,,571377,SS10 Chicagoland Srs (21) 970-1040 E EAM,Tuonebrandy Tuonepalmer,2020-05-11,28.67,1,61,2020-05-11,2020-05-11,2021,Chicagoland.txt,,,,,,,,970,1040,890,960,,,,,A+,B-,,
148654,,571394,SS02 Primary Srs (21) 1300-1520 E EAM,Tuonebrandy Tuonepalmer,2020-05-11,0.94,1,2,2020-05-11,2020-05-11,2021,,622|620|627|626|625,,,,,,,1300,1520,1230,1490,,,,,A+,B-,,
148654,,571400,SS13 Rest of IL Srs (21) 1150-1290 E EAM,Tuonebrandy Tuonepalmer,2020-05-11,63.45,1,135,2020-05-11,2020-05-11,2021,Rest of IL.txt,,,,,,,,1150,1290,1080,1220,,,,,A+,B-,,
148654,,571396,SS05 Primary Srs (21) 970-1040 E EAM,Tuonebrandy Tuonepalmer,2020-05-11,0.94,1,2,2020-05-11,2020-05-11,2021,,622|620|627|626|625,,,,,,,970,1040,890,960,,,,,A+,B-,,
148654,,571401,SS14 Rest of IL Srs (21) 1050-1140 E EAM,Tuonebrandy Tuonepalmer,2020-05-11,44.65,1,95,2020-05-11,2020-05-11,2021,Rest of IL.txt,,,,,,,,1050,1140,970,1070,,,,,A+,B-,,
148654,,473292,SS06 Chicagoland Srs (20) 1150-1290 E EAM,Tuonebrandy Tuonepalmer,2019-05-08,229.50,1,510,2019-05-08,2019-05-08,2020,,601|600|606|605|604|603|602,,,,,,,1150,1290,1080,1220,,,,,A+,B-,,
148654,,473333,SS08 Chicagoland Srs (20) 920-1040 E EAM,Tuonebrandy Tuonepalmer,2019-05-08,112.95,1,251,2019-05-08,2019-05-08,2020,,601|600|606|605|604|603|602,,,,,,,920,1040,840,960,,,,,A+,B-,,
148654,,473271,SS01 Primary Srs (20) 1300-1520 E EAM,Tuonebrandy Tuonepalmer,2019-05-08,0.45,1,1,2019-05-08,2019-05-08,2020,,622|620|627|626|625,,,,,,,1300,1520,1230,1490,,,,,A+,B-,,
148654,,473289,SS04 Primary Srs (20) 920-1040 E EAM,Tuonebrandy Tuonepalmer,2019-05-08,8.55,1,19,2019-05-08,2019-05-08,2020,,622|620|627|626|625,,,,,,,920,1040,840,960,,,,,A+,B-,,
148654,,473290,SS05 Chicagoland Srs (20) 1300-1520 E EAM,Tuonebrandy Tuonepalmer,2019-05-08,283.05,1,629,2019-05-08,2019-05-08,2020,,601|600|606|605|604|603|602,,,,,,,1300,1520,1230,1490,,,,,A+,B-,,
148654,,579344,P29 Rest of IL Soph (22) 1150-1290 E MAY,Tuonebrandy Tuonepalmer,2020-05-07,145.23,1,309,2020-05-07,2020-05-07,2022,,623|610|612|611|614|609|613|608|616,,,,,,,,,,,1150,1290,108,122,A+,B-,,
148654,,579307,P09 Primary Soph (22) 920-1040 E MAY,Tuonebrandy Tuonepalmer,2020-05-07,0.94,1,2,2020-05-07,2020-05-07,2022,,622|620|627|626|625,,,,,,,,,,,920,1040,84,96,A+,B-,,
148654,,579323,P20 Chicagoland Soph (22) 920-1040 E MAY,Tuonebrandy Tuonepalmer,2020-05-07,1225.29,1,2607,2020-05-07,2020-05-07,2022,,601|600|606|605|604|603|602,,,,,,,,,,,920,1040,84,96,A+,B-,,
148654,,579381,P32 Rest of IL Soph (22) 860-910 E MAY,Tuonebrandy Tuonepalmer,2020-05-07,109.98,1,234,2020-05-07,2020-05-07,2022,,623|610|612|611|614|609|613|608|616,,,,,,,,,,,860,910,78,83,A+,B-,,
148654,,579319,P07 Primary Soph (22) 1150-1290 E MAY,Tuonebrandy Tuonepalmer,2020-05-07,1.41,1,3,2020-05-07,2020-05-07,2022,,622|620|627|626|625,,,,,,,,,,,1150,1290,108,122,A+,B-,,
148654,,579361,P22 Chicagoland Soph (22) 800-850 E MAY,Tuonebrandy Tuonepalmer,2020-05-07,15.98,1,34,2020-05-07,2020-05-07,2022,,601|600|606|605|604|603|602,,,,,,,,,,,800,850,71,76,A+,B-,,
148654,,579379,P31 Rest of IL Soph (22) 920-1040 E MAY,Tuonebrandy Tuonepalmer,2020-05-07,265.08,1,564,2020-05-07,2020-05-07,2022,,623|610|612|611|614|609|613|608|616,,,,,,,,,,,920,1040,84,96,A+,B-,,
148654,,579318,P06 Primary Soph (22) 1300-1520 E MAY,Tuonebrandy Tuonepalmer,2020-05-07,1.41,1,3,2020-05-07,2020-05-07,2022,,622|620|627|626|625,,,,,,,,,,,1300,1520,123,149,A+,B-,,
148654,,514908,P02 Primary Jrs (21) 1150-1290 SEPT,Tuonebrandy Tuonepalmer,2019-10-17,288.11,1,613,2019-10-17,2019-10-17,2021,,622|620|627|626|625,,,,,,,,,,,1150,1290,108,122,A+,B-,,
148654,,514909,P03 Primary Jrs (21) 1050-1140 SEPT,Tuonebrandy Tuonepalmer,2019-10-17,463.89,1,987,2019-10-17,2019-10-17,2021,,622|620|627|626|625,,,,,,,,,,,1050,1140,97,107,A+,B-,,
148654,,514915,P09 Primary Soph (22) 920-1040 SEPT,Tuonebrandy Tuonepalmer,2019-10-17,6.11,1,13,2019-10-17,2019-10-17,2022,,622|620|627|626|625,,,,,,,,,,,920,1040,84,96,A+,B-,,
148654,,514919,P16 Chicagoland Jrs (21) 860-910 SEPT,Tuonebrandy Tuonepalmer,2019-10-17,1780.83,1,3789,2019-10-17,2019-10-17,2021,,601|600|606|605|604|603|602,,,,,,,,,,,860,910,78,83,A+,B-,,
148654,,514971,P13 Chicagoland Jrs (21) 1150-1290 SEPT,Tuonebrandy Tuonepalmer,2019-10-17,2200.54,1,4682,2019-10-17,2019-10-17,2021,,601|600|606|605|604|603|602,,,,,,,,,,,1150,1290,108,122,A+,B-,,
148654,,514964,P48 Primary Jrs (21) 800-850 SEPT,Tuonebrandy Tuonepalmer,2019-10-17,354.85,1,755,2019-10-17,2019-10-17,2021,,622|620|627|626|625,,,,,,,,,,,800,850,71,76,A+,B-,,
148654,,514965,P49 Chicagoland Jrs (21) 800-850 SEPT,Tuonebrandy Tuonepalmer,2019-10-17,1635.60,1,3480,2019-10-17,2019-10-17,2021,,601|600|606|605|604|603|602,,,,,,,,,,,800,850,71,76,A+,B-,,
148654,,514866,P05 Primary Jrs (21) 860-910 SEPT,Tuonebrandy Tuonepalmer,2019-10-17,406.55,1,865,2019-10-17,2019-10-17,2021,,622|620|627|626|625,,,,,,,,,,,860,910,78,83,A+,B-,,
148654,,511803,SS16 Secondary Srs (20) 1530-1600 E D1,Tuonebrandy Tuonepalmer,2019-10-08,51.23,1,109,2019-10-08,2019-10-08,2020,Secondary.txt,,,,,,,,1530,1600,1500,1600,,,,,A+,B,,
148654,,511875,SS05 Primary Srs (20) 970-1040 D1,Tuonebrandy Tuonepalmer,2019-10-08,217.14,1,462,2019-10-08,2019-10-08,2020,,622|620|627|626|625,,,,,,,970,1040,890,960,,,,,A+,B-,,
148654,,511880,SS10 Chicagoland Srs (20) 970-1040 D1,Tuonebrandy Tuonepalmer,2019-10-08,2291.72,1,4876,2019-10-08,2019-10-08,2020,Chicagoland.txt,,,,,,,,970,1040,890,960,,,,,A+,B-,,
148654,,511802,SS15 Rest of IL Srs (20) 970-1040 D1,Tuonebrandy Tuonepalmer,2019-10-08,1428.80,1,3040,2019-10-08,2019-10-08,2020,Rest of IL.txt,,,,,,,,970,1040,890,960,,,,,A+,B-,,
148654,,511842,SS19 Secondary Srs (20) 1150-1290 E D1,Tuonebrandy Tuonepalmer,2019-10-08,469.06,1,998,2019-10-08,2019-10-08,2020,Secondary.txt,,,,,,,,1150,1290,1080,1220,,,,,A+,B,,
148654,,511843,SS21 Secondary Srs (20) 970-1040 E D1,Tuonebrandy Tuonepalmer,2019-10-08,469.06,1,998,2019-10-08,2019-10-08,2020,Secondary.txt,,,,,,,,970,1040,890,960,,,,,A+,B,,
148654,,511836,SS03 Primary Srs (20) 1150-1290 D1,Tuonebrandy Tuonepalmer,2019-10-08,152.75,1,325,2019-10-08,2019-10-08,2020,,622|620|627|626|625,,,,,,,1150,1290,1080,1220,,,,,A+,B-,,
148654,,511801,SS09 Chicagoland Srs (20) 1050-1140 D1,Tuonebrandy Tuonepalmer,2019-10-08,2481.60,1,5280,2019-10-08,2019-10-08,2020,Chicagoland.txt,,,,,,,,1050,1140,970,1070,,,,,A+,B-,,
148654,,511885,SS18 Secondary Srs (20) 1300-1400 E D1,Tuonebrandy Tuonepalmer,2019-10-08,186.59,1,397,2019-10-08,2019-10-08,2020,Secondary.txt,,,,,,,,1300,1400,1230,1340,,,,,A+,B,,
148654,,511886,SS20 Secondary Srs (20) 1050-1140 E D1,Tuonebrandy Tuonepalmer,2019-10-08,469.06,1,998,2019-10-08,2019-10-08,2020,Secondary.txt,,,,,,,,1050,1140,970,1070,,,,,A+,B,,
148654,,511835,SS02 Primary Srs (20) 1300-1520 D1,Tuonebrandy Tuonepalmer,2019-10-08,37.13,1,79,2019-10-08,2019-10-08,2020,,622|620|627|626|625,,,,,,,1300,1520,1230,1490,,,,,A+,B-,,
148654,,511837,SS04 Primary Srs (20) 1050-1140 D1,Tuonebrandy Tuonepalmer,2019-10-08,216.20,1,460,2019-10-08,2019-10-08,2020,,622|620|627|626|625,,,,,,,1050,1140,970,1070,,,,,A+,B-,,
148654,,526586,SS12 Rest of IL Srs (20) 1300-1520 D2,Tuonebrandy Tuonepalmer,2020-03-24,10.34,1,22,2020-03-24,2020-03-24,2020,Rest of IL.txt,,,,,,,,1300,1520,1230,1490,,,,,A+,B-,,
148654,,526582,SS04 Primary Srs (20) 1050-1140 D2,Tuonebrandy Tuonepalmer,2020-03-24,8.93,1,19,2020-03-24,2020-03-24,2020,,622|620|627|626|625,,,,,,,1050,1140,970,1070,,,,,A+,B-,,
148654,,526584,SS09 Chicagoland Srs (20) 1050-1140 D2,Tuonebrandy Tuonepalmer,2020-03-24,72.38,1,154,2020-03-24,2020-03-24,2020,Chicagoland.txt,,,,,,,,1050,1140,970,1070,,,,,A+,B-,,
148654,,526591,SS03 Primary Srs (20) 1150-1290 D2,Tuonebrandy Tuonepalmer,2020-03-24,5.64,1,12,2020-03-24,2020-03-24,2020,,622|620|627|626|625,,,,,,,1150,1290,1080,1220,,,,,A+,B-,,
148654,,526592,SS06 Chicagoland Srs (20) 1530-1600 D2,Tuonebrandy Tuonepalmer,2020-03-24,0.94,1,2,2020-03-24,2020-03-24,2020,Chicagoland.txt,,,,,,,,1530,1600,1500,1600,,,,,A+,B-,,
148654,,526595,SS14 Rest of IL Srs (20) 1050-1140 D2,Tuonebrandy Tuonepalmer,2020-03-24,19.74,1,42,2020-03-24,2020-03-24,2020,Rest of IL.txt,,,,,,,,1050,1140,970,1070,,,,,A+,B-,,
148654,,526583,SS05 Primary Srs (20) 970-1040 D2,Tuonebrandy Tuonepalmer,2020-03-24,12.69,1,27,2020-03-24,2020-03-24,2020,,622|620|627|626|625,,,,,,,970,1040,890,960,,,,,A+,B-,,
148654,,526565,SS08 Chicagoland Srs (20) 1150-1290 D2,Tuonebrandy Tuonepalmer,2020-03-24,49.35,1,105,2020-03-24,2020-03-24,2020,Chicagoland.txt,,,,,,,,1150,1290,1080,1220,,,,,A+,B-,,
148654,,372026,RNL 19 ESS M2 No Apps HA P2,Elizabeth Villarreal,2018-02-12,31.39,1,73,2018-02-12,2018-02-12,2019,UIS M2 Zips No Apps - 50.txt,,,,,,,,1060,1410,980,1350,980,1330,90,127,A+,A-,,
148654,,372050,RNL 19 ESS M2 No Apps GA P2,Elizabeth Villarreal,2018-02-12,39.99,1,93,2018-02-12,2018-02-12,2019,UIS M2 Zips No Apps - 50.txt,,,,,,,,980,1270,900,1200,900,1190,82,112,A+,C,,
148654,,372048,RNL 19 ESS M3 Apps HA P2,Elizabeth Villarreal,2018-02-12,2259.65,1,5255,2018-02-12,2018-02-12,2019,UIS M3 Zips Apps - 120.txt,,,,,,,,1060,1410,980,1350,980,1330,90,127,A+,A-,,
148654,,372051,RNL 19 ESS M3 Apps GA P2,Elizabeth Villarreal,2018-02-12,3014.30,1,7010,2018-02-12,2018-02-12,2019,UIS M3 Zips Apps - 120.txt,,,,,,,,980,1270,900,1200,900,1190,82,112,A+,C,,
